stable_key	stable_key_sha256	source_file	source_line	source_function	signature	resolved_owner	resolved_function	owner_resolution_evidence	reuse_disposition	extension_summary	predecessor_paths	source_target_branch	source_algorithm	source_fields	source_constants	source_side_effects	source_calls	retail_classification	retail_delta_status	retail_va_or_empty	retail_name_or_empty	retail_semantic_status_or_empty	retail_evidence	retail_evidence_boundary	retail_falsifier	closure_receipt_sources	closure_receipt_sha256	generation32_grade	generation32_contract_state	generation32_evidence	generation32_ready_sha256	current_name_candidates	original_partition_readiness	rebuild_disposition
"[""InitThing.h"",943,""CAnimalInitThing::CAnimalInitThing"",""CAnimalInitThing()""]"	b256595c5bb761ca132d2d1b8a2ce5b19f11f6c34f7f9f542e5e98e14d6566f5	InitThing.h	943	CAnimalInitThing::CAnimalInitThing	CAnimalInitThing()	CAnimalInitThing	CAnimalInitThing::CAnimalInitThing	AST-qualified definition	REUSED	Reused the sealed partition readiness/evidence and added source-algorithm plus current-rebuild disposition without new retail measurement.	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/InitThing.h;reverse-engineering/binary-analysis/cactor-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cbattleengine-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/ccomplexthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv	all source targets (header include guard only)	Initialises the animal type to enum value zero.	mType	0	writes mType		NO_MATCH_FOUND	SOURCE_ONLY				reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CAnimalInitThing::CAnimalInitThing`.								SOURCE_ONLY_BOUNDED_NO_MATCH	PARTIAL: materialized world manifests and actor-definition loaders carry authored initialization data, but the generic CInitThing constructor/default hierarchy is not ported as one owner.
"[""thing.h"",71,""GetRenderPos"",""GetRenderPos()""]"	e6ac61dda492648d7d2dc9eff1b78891787e644baf1d10e345d59a566657330f	thing.h	71	GetRenderPos	GetRenderPos()	CThing	CThing::GetRenderPos	thing.h:65 DECLARE_MULTI_INTERFACE_CLASS(CThing, ...), closed at line 252	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/ghidra-gameplay-tier2-235-static-20260810-v1/contracts.tsv;local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/thing.h;reverse-engineering/EVIDENCE-REGISTER.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv	all source targets (header include guard only)	Returns `mPos`.	mPos		none (read-only or no-op)		SOURCE_EXACT	SOURCE_AGREES	0x004040a0	CThing__CopyVector14ToOut_004040a0	SOURCE_FOLDED	reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv	Adjusted secondary this copies mPos; three identical source methods share one body	Contradictory pristine-byte or independently reviewed semantic evidence showing this VA does not implement this exact source line/signature.	local-lab/ghidra-gameplay-tier2-235-static-20260810-v1/contracts.tsv	1e641db13654a8bdf39b0f94956044527060ec3ec56011d9847640fe74461d9e	C1_CANDIDATE_PARTIAL	OPEN_EXECUTED	BASELINE_STATIC;ANALYST_METADATA_ONLY;RUNTIME_BOUNDED;CAMPAIGN_C1_STATIC_RECEIPT	08ed89644ed25feb9e85fefb5b31ab2bdecbbd91b8aca720e20c53a7fbc5e73f	0x0043e9f0:CThing__GetRenderPos	AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: Level100ActorRegistry/Level100ActorMechanics carry bounded Level-100 actor state, but no generic CThing/CComplexThing/CActor source-class port owns this exact row.
"[""thing.h"",72,""GetRenderOrientation"",""GetRenderOrientation()""]"	377ff778eaa073b7403f3b670fb321e8964635036cb1473d1eb9b57972aded34	thing.h	72	GetRenderOrientation	GetRenderOrientation()	CThing	CThing::GetRenderOrientation	thing.h:65 DECLARE_MULTI_INTERFACE_CLASS(CThing, ...), closed at line 252	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/ghidra-gameplay-tier2-235-static-20260810-v1/contracts.tsv;local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/thing.h;reverse-engineering/EVIDENCE-REGISTER.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv	all source targets (header include guard only)	Returns `ID_FMATRIX`.		ID_FMATRIX	none (read-only or no-op)		SOURCE_EXACT	SOURCE_AGREES	0x004bfa00	CThing__CopyGlobal829dd0Block30ToOut_004bfa00	SOURCE_INLINE	reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv	Copies the global identity FMatrix through the render-facing interface	Contradictory pristine-byte or independently reviewed semantic evidence showing this VA does not implement this exact source line/signature.	local-lab/ghidra-gameplay-tier2-235-static-20260810-v1/contracts.tsv	1e641db13654a8bdf39b0f94956044527060ec3ec56011d9847640fe74461d9e	C1_CANDIDATE_PARTIAL	OPEN_DARK	BASELINE_STATIC;ANALYST_METADATA_ONLY;CAMPAIGN_C1_STATIC_RECEIPT	08ed89644ed25feb9e85fefb5b31ab2bdecbbd91b8aca720e20c53a7fbc5e73f		AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: Level100ActorRegistry/Level100ActorMechanics carry bounded Level-100 actor state, but no generic CThing/CComplexThing/CActor source-class port owns this exact row.
"[""thing.h"",73,""GetRenderSelected"",""GetRenderSelected()""]"	3f542a4a6d77322860c4add49559f82ba404904dccddd0a6fe8ff48cdba22afa	thing.h	73	GetRenderSelected	GetRenderSelected()	CThing	CThing::GetRenderSelected	thing.h:65 DECLARE_MULTI_INTERFACE_CLASS(CThing, ...), closed at line 252	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/thing.h;reverse-engineering/binary-analysis/cactor-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cbattleengine-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/ccomplexthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv	all source targets (header include guard only)	Returns `FALSE`.		FALSE	none (read-only or no-op)		NO_MATCH_FOUND	SOURCE_ONLY				reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetRenderSelected`.								AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: Level100ActorRegistry/Level100ActorMechanics carry bounded Level-100 actor state, but no generic CThing/CComplexThing/CActor source-class port owns this exact row.
"[""thing.h"",74,""GetRenderColourOffset"",""GetRenderColourOffset()""]"	cf3efc5d7e7653b66d2e3cf1c0a18c7a13bff9d32134b5a70cd7fb7762990e7d	thing.h	74	GetRenderColourOffset	GetRenderColourOffset()	CThing	CThing::GetRenderColourOffset	thing.h:65 DECLARE_MULTI_INTERFACE_CLASS(CThing, ...), closed at line 252	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/thing.h;reverse-engineering/binary-analysis/cactor-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cbattleengine-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/ccomplexthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv	all source targets (header include guard only)	Returns `0`.		0	none (read-only or no-op)		NO_MATCH_FOUND	SOURCE_ONLY				reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetRenderColourOffset`.								AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: Level100ActorRegistry/Level100ActorMechanics carry bounded Level-100 actor state, but no generic CThing/CComplexThing/CActor source-class port owns this exact row.
"[""thing.h"",75,""GetRenderColour"",""GetRenderColour()""]"	a8f2bdb472100a85f3d804cfd9826572ab0d49fa3c4bd2f20ca9c0a9bc0a47ae	thing.h	75	GetRenderColour	GetRenderColour()	CThing	CThing::GetRenderColour	thing.h:65 DECLARE_MULTI_INTERFACE_CLASS(CThing, ...), closed at line 252	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/thing.h;reverse-engineering/binary-analysis/cactor-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cbattleengine-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/ccomplexthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv	all source targets (header include guard only)	Returns `0xff000080`.		0xff000080	none (read-only or no-op)		NO_MATCH_FOUND	SOURCE_ONLY				reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetRenderColour`.								AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: Level100ActorRegistry/Level100ActorMechanics carry bounded Level-100 actor state, but no generic CThing/CComplexThing/CActor source-class port owns this exact row.
"[""thing.h"",76,""GetRenderTurn"",""GetRenderTurn()""]"	11e5afae7749fdaf830b397569e1a15e5c27bac20b35f134f21a04cca7d6d4b2	thing.h	76	GetRenderTurn	GetRenderTurn()	CThing	CThing::GetRenderTurn	thing.h:65 DECLARE_MULTI_INTERFACE_CLASS(CThing, ...), closed at line 252	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/thing.h;reverse-engineering/binary-analysis/cactor-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cbattleengine-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/ccomplexthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv	all source targets (header include guard only)	Returns `1`.		1	none (read-only or no-op)		NO_MATCH_FOUND	SOURCE_ONLY				reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetRenderTurn`.								AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: Level100ActorRegistry/Level100ActorMechanics carry bounded Level-100 actor state, but no generic CThing/CComplexThing/CActor source-class port owns this exact row.
"[""thing.h"",77,""GetRenderFrame"",""GetRenderFrame()""]"	4f6fb8bf30d524ab590ba0867815787ed35a40182f0e455c28c2dbe31eb08618	thing.h	77	GetRenderFrame	GetRenderFrame()	CThing	CThing::GetRenderFrame	thing.h:65 DECLARE_MULTI_INTERFACE_CLASS(CThing, ...), closed at line 252	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/thing.h;reverse-engineering/binary-analysis/cactor-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cbattleengine-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/ccomplexthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv	all source targets (header include guard only)	Returns `0`.		0	none (read-only or no-op)		NO_MATCH_FOUND	SOURCE_ONLY				reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetRenderFrame`.								AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: Level100ActorRegistry/Level100ActorMechanics carry bounded Level-100 actor state, but no generic CThing/CComplexThing/CActor source-class port owns this exact row.
"[""thing.h"",78,""GetRealAnimIndex"",""GetRealAnimIndex()""]"	783bc3beba0aaa0e4935937832f507bd5db30ac1acd250c2176451eb661c06f3	thing.h	78	GetRealAnimIndex	GetRealAnimIndex()	CThing	CThing::GetRealAnimIndex	thing.h:65 DECLARE_MULTI_INTERFACE_CLASS(CThing, ...), closed at line 252	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/thing.h;reverse-engineering/binary-analysis/cactor-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cbattleengine-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/ccomplexthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv	all source targets (header include guard only)	Returns `-1`.		-1	none (read-only or no-op)		NO_MATCH_FOUND	SOURCE_ONLY				reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetRealAnimIndex`.								AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: Level100ActorRegistry/Level100ActorMechanics carry bounded Level-100 actor state, but no generic CThing/CComplexThing/CActor source-class port owns this exact row.
"[""thing.h"",79,""GetRenderRadius"",""GetRenderRadius()""]"	cc05a53ec53575b3d95ff815a64ee966cf98c7fd9207966705ae31adebf0a764	thing.h	79	GetRenderRadius	GetRenderRadius()	CThing	CThing::GetRenderRadius	thing.h:65 DECLARE_MULTI_INTERFACE_CLASS(CThing, ...), closed at line 252	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/thing.h;reverse-engineering/EVIDENCE-REGISTER.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv	all source targets (header include guard only)	Branches over `mRenderThing` and returns or updates state according to the pinned inline body.	mRenderThing	1.0f	calls GetRTRadius	GetRTRadius	SOURCE_EXACT	SOURCE_AGREES	0x00401400	CThing__ForwardField28Slot18OrFallbackFloat_00401400	SOURCE_INLINE	reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv	Adjusted secondary this reaches mRenderThing; forwards GetRTRadius or returns 1.0f exactly as source	Contradictory pristine-byte or independently reviewed semantic evidence showing this VA does not implement this exact source line/signature.	reverse-engineering/EVIDENCE-REGISTER.tsv	f83dbb6eddaa16deed5f2a2460d393dc4525a63ae243b6cac0c656056b69ab9a	C1_CANDIDATE_PARTIAL	OPEN_EXECUTED	BASELINE_STATIC;ANALYST_METADATA_ONLY;RUNTIME_BOUNDED;CAMPAIGN_C1_OPAQUE_PE	08ed89644ed25feb9e85fefb5b31ab2bdecbbd91b8aca720e20c53a7fbc5e73f		AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: Level100ActorRegistry/Level100ActorMechanics carry bounded Level-100 actor state, but no generic CThing/CComplexThing/CActor source-class port owns this exact row.
"[""thing.h"",80,""GetRenderStartPos"",""GetRenderStartPos()""]"	166e070f3eb920fb3fa3570809e2fe2febe8cb0ff6889471f7100b42de1b3d8b	thing.h	80	GetRenderStartPos	GetRenderStartPos()	CThing	CThing::GetRenderStartPos	thing.h:65 DECLARE_MULTI_INTERFACE_CLASS(CThing, ...), closed at line 252	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/ghidra-gameplay-tier2-235-static-20260810-v1/contracts.tsv;local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/thing.h;reverse-engineering/EVIDENCE-REGISTER.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv	all source targets (header include guard only)	Returns `mPos`.	mPos		none (read-only or no-op)		SOURCE_EXACT	SOURCE_AGREES	0x004040a0	CThing__CopyVector14ToOut_004040a0	SOURCE_FOLDED	reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv	Adjusted secondary this copies mPos; three identical source methods share one body	Contradictory pristine-byte or independently reviewed semantic evidence showing this VA does not implement this exact source line/signature.	local-lab/ghidra-gameplay-tier2-235-static-20260810-v1/contracts.tsv	1e641db13654a8bdf39b0f94956044527060ec3ec56011d9847640fe74461d9e	C1_CANDIDATE_PARTIAL	OPEN_EXECUTED	BASELINE_STATIC;ANALYST_METADATA_ONLY;RUNTIME_BOUNDED;CAMPAIGN_C1_STATIC_RECEIPT	08ed89644ed25feb9e85fefb5b31ab2bdecbbd91b8aca720e20c53a7fbc5e73f		AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: Level100ActorRegistry/Level100ActorMechanics carry bounded Level-100 actor state, but no generic CThing/CComplexThing/CActor source-class port owns this exact row.
"[""thing.h"",81,""GetRenderEndPos"",""GetRenderEndPos()""]"	837f05da77c838a7fb63f10cadaf3d5d3fec05576912d6a7eedc7ca0a2afebde	thing.h	81	GetRenderEndPos	GetRenderEndPos()	CThing	CThing::GetRenderEndPos	thing.h:65 DECLARE_MULTI_INTERFACE_CLASS(CThing, ...), closed at line 252	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/ghidra-gameplay-tier2-235-static-20260810-v1/contracts.tsv;local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/thing.h;reverse-engineering/EVIDENCE-REGISTER.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv	all source targets (header include guard only)	Returns `mPos`.	mPos		none (read-only or no-op)		SOURCE_EXACT	SOURCE_AGREES	0x004040a0	CThing__CopyVector14ToOut_004040a0	SOURCE_FOLDED	reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv	Adjusted secondary this copies mPos; three identical source methods share one body	Contradictory pristine-byte or independently reviewed semantic evidence showing this VA does not implement this exact source line/signature.	local-lab/ghidra-gameplay-tier2-235-static-20260810-v1/contracts.tsv	1e641db13654a8bdf39b0f94956044527060ec3ec56011d9847640fe74461d9e	C1_CANDIDATE_PARTIAL	OPEN_EXECUTED	BASELINE_STATIC;ANALYST_METADATA_ONLY;RUNTIME_BOUNDED;CAMPAIGN_C1_STATIC_RECEIPT	08ed89644ed25feb9e85fefb5b31ab2bdecbbd91b8aca720e20c53a7fbc5e73f		AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: Level100ActorRegistry/Level100ActorMechanics carry bounded Level-100 actor state, but no generic CThing/CComplexThing/CActor source-class port owns this exact row.
"[""thing.h"",82,""GetRenderMesh"",""GetRenderMesh()""]"	f536962ed076e98f44895b4e8f416ae31fb1a49d71cc06c55e1440c75713c8d0	thing.h	82	GetRenderMesh	GetRenderMesh()	CThing	CThing::GetRenderMesh	thing.h:65 DECLARE_MULTI_INTERFACE_CLASS(CThing, ...), closed at line 252	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/thing.h;reverse-engineering/binary-analysis/cactor-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cbattleengine-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/ccomplexthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv	all source targets (header include guard only)	Returns `-1`.		-1	none (read-only or no-op)		NO_MATCH_FOUND	SOURCE_ONLY				reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetRenderMesh`.								AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: Level100ActorRegistry/Level100ActorMechanics carry bounded Level-100 actor state, but no generic CThing/CComplexThing/CActor source-class port owns this exact row.
"[""thing.h"",84,""GetRenderRotateShadow"",""GetRenderRotateShadow()""]"	cfe7c9ada9c8d58087c565a7b27725ab62566682e95c5cd10a22e5279fa22998	thing.h	84	GetRenderRotateShadow	GetRenderRotateShadow()	CThing	CThing::GetRenderRotateShadow	thing.h:65 DECLARE_MULTI_INTERFACE_CLASS(CThing, ...), closed at line 252	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/thing.h;reverse-engineering/binary-analysis/cactor-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cbattleengine-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/ccomplexthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv	all source targets (header include guard only)	Returns `FALSE`.		FALSE	none (read-only or no-op)		NO_MATCH_FOUND	SOURCE_ONLY				reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetRenderRotateShadow`.								AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: Level100ActorRegistry/Level100ActorMechanics carry bounded Level-100 actor state, but no generic CThing/CComplexThing/CActor source-class port owns this exact row.
"[""thing.h"",85,""GetRenderCanGoFlatShaded"",""GetRenderCanGoFlatShaded()""]"	d0e5b52f95f15a12284433370ed25a67f995494b73013e09377397558fc6e123	thing.h	85	GetRenderCanGoFlatShaded	GetRenderCanGoFlatShaded()	CThing	CThing::GetRenderCanGoFlatShaded	thing.h:65 DECLARE_MULTI_INTERFACE_CLASS(CThing, ...), closed at line 252	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/thing.h;reverse-engineering/binary-analysis/cactor-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cbattleengine-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/ccomplexthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv	all source targets (header include guard only)	Returns `FALSE`.		FALSE	none (read-only or no-op)		NO_MATCH_FOUND	SOURCE_ONLY				reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetRenderCanGoFlatShaded`.								AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: Level100ActorRegistry/Level100ActorMechanics carry bounded Level-100 actor state, but no generic CThing/CComplexThing/CActor source-class port owns this exact row.
