source_file	source_line	function	signature	retail_delta	retail_classification	retail_va_or_empty	evidence	bounded_delta	falsifier
Career.h	172	CCareer::GetControllerConfigurationNum	GetControllerConfigurationNum(int player)	SOURCE_ONLY	NO_MATCH_FOUND		reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/Career.h:172;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/career-save-format-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/career-progression-static-bridge-contract.md;reverse-engineering/source-code/gameplay/career-system.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.
Career.h	173	CCareer::SetControllerConfigurationNum	SetControllerConfigurationNum(int player, int val)	SOURCE_ONLY	NO_MATCH_FOUND		reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/Career.h:173;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/career-save-format-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/career-progression-static-bridge-contract.md;reverse-engineering/source-code/gameplay/career-system.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.
Career.h	176	CCareer::GetInvertYAxis	GetInvertYAxis(int player)	SOURCE_ONLY	NO_MATCH_FOUND		reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/Career.h:176;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/career-save-format-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/career-progression-static-bridge-contract.md;reverse-engineering/source-code/gameplay/career-system.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.
Career.h	177	CCareer::SetInvertYAxis	SetInvertYAxis(int player, BOOL val)	SOURCE_ONLY	NO_MATCH_FOUND		reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/Career.h:177;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/career-save-format-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/career-progression-static-bridge-contract.md;reverse-engineering/source-code/gameplay/career-system.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.
Career.h	178	CCareer::GetVibration	GetVibration(int player)	SOURCE_ONLY	NO_MATCH_FOUND		reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/Career.h:178;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/career-save-format-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/career-progression-static-bridge-contract.md;reverse-engineering/source-code/gameplay/career-system.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.
Career.h	179	CCareer::SetVibration	SetVibration(int player, BOOL val)	SOURCE_ONLY	NO_MATCH_FOUND		reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/Career.h:179;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/career-save-format-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/career-progression-static-bridge-contract.md;reverse-engineering/source-code/gameplay/career-system.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.
Controller.h	194	CController::SetConfigurationNum	SetConfigurationNum(int num)	SOURCE_ONLY	NO_MATCH_FOUND		reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/Controller.h:194;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/controller-shared-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cpccontroller-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/controller-player-game-event-spine-2026-08-11.tsv;reverse-engineering/source-code/frontend/controller-system.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.
Controller.h	195	CController::GetConfigurationNum	GetConfigurationNum()	SOURCE_ONLY	NO_MATCH_FOUND		reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/Controller.h:195;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/controller-shared-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cpccontroller-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/controller-player-game-event-spine-2026-08-11.tsv;reverse-engineering/source-code/frontend/controller-system.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.
Controller.h	197	CController::GetReverseLookYAxis	GetReverseLookYAxis()	SOURCE_ONLY	NO_MATCH_FOUND		reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/Controller.h:197;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/controller-shared-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cpccontroller-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/controller-player-game-event-spine-2026-08-11.tsv;reverse-engineering/source-code/frontend/controller-system.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.
Controller.h	202	CController::IsPresent	IsPresent()	SOURCE_ONLY	NO_MATCH_FOUND		reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/Controller.h:202;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/controller-shared-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cpccontroller-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/controller-player-game-event-spine-2026-08-11.tsv;reverse-engineering/source-code/frontend/controller-system.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.
Controller.h	258	CController::GetPadNumber	GetPadNumber()	SOURCE_ONLY	NO_MATCH_FOUND		reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/Controller.h:258;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/controller-shared-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cpccontroller-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/controller-player-game-event-spine-2026-08-11.tsv;reverse-engineering/source-code/frontend/controller-system.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.
DXGame.h	15	CDXGame::SetBaseTime	SetBaseTime(float t)	SOURCE_ONLY	NO_MATCH_FOUND		reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/DXGame.h:15;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/cgame-level-lifecycle-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/controller-player-game-event-spine-2026-08-11.tsv;reverse-engineering/source-code/gameplay/game-system.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.
DXGame.h	16	CDXGame::SetFrameTime	SetFrameTime(float t)	SOURCE_ONLY	NO_MATCH_FOUND		reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/DXGame.h:16;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/cgame-level-lifecycle-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/controller-player-game-event-spine-2026-08-11.tsv;reverse-engineering/source-code/gameplay/game-system.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.
event.h	16	CEvent::CEvent	CEvent()	RETAIL_UNRESOLVED	NO_MATCH_FOUND		references/Onslaught/event.h:16;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/event-manager-scheduler-semantics-2026-08-11.tsv;reverse-engineering/source-code/io/event-system.md	Same qualified source function is defined at another file/line (typically a selected preprocessor branch); determine build membership first.	Compiler target membership plus overload/operator identity that selects one retail body resolves and may falsify this unresolved classification.
event.h	18	CEvent::SetNum	SetNum(const int event)	SOURCE_ONLY	NO_MATCH_FOUND		reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/event.h:18;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/event-manager-scheduler-semantics-2026-08-11.tsv;reverse-engineering/source-code/io/event-system.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.
event.h	19	CEvent::GetEventNum	GetEventNum()	SOURCE_ONLY	NO_MATCH_FOUND		reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/event.h:19;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/event-manager-scheduler-semantics-2026-08-11.tsv;reverse-engineering/source-code/io/event-system.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.
event.h	20	CEvent::SetToCall	SetToCall(CMonitor* to_call)	SOURCE_ONLY	NO_MATCH_FOUND		reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/event.h:20;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/event-manager-scheduler-semantics-2026-08-11.tsv;reverse-engineering/source-code/io/event-system.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.
event.h	21	CEvent::GetToCall	*  GetToCall()	SOURCE_ONLY	NO_MATCH_FOUND		reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/event.h:21;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/event-manager-scheduler-semantics-2026-08-11.tsv;reverse-engineering/source-code/io/event-system.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.
eventmanager.h	58	CEventManager::TotalEvents	TotalEvents()	SOURCE_ONLY	NO_MATCH_FOUND		reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/eventmanager.h:58;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/event-manager-scheduler-semantics-2026-08-11.tsv;reverse-engineering/source-code/io/event-system.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.
eventmanager.h	59	CEventManager::GetNumEventsProcessedInLastUpdate	GetNumEventsProcessedInLastUpdate()	SOURCE_ONLY	NO_MATCH_FOUND		reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/eventmanager.h:59;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/event-manager-scheduler-semantics-2026-08-11.tsv;reverse-engineering/source-code/io/event-system.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.
eventmanager.h	60	CEventManager::GetTime	& GetTime()	SOURCE_ONLY	NO_MATCH_FOUND		reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/eventmanager.h:60;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/event-manager-scheduler-semantics-2026-08-11.tsv;reverse-engineering/source-code/io/event-system.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.
eventmanager.h	61	CEventManager::GetCurrentEventProcessNum	GetCurrentEventProcessNum()	SOURCE_ONLY	NO_MATCH_FOUND		reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/eventmanager.h:61;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/event-manager-scheduler-semantics-2026-08-11.tsv;reverse-engineering/source-code/io/event-system.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.
eventmanager.h	62	CEventManager::GetFrameCount	GetFrameCount()	SOURCE_ONLY	NO_MATCH_FOUND		reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/eventmanager.h:62;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/event-manager-scheduler-semantics-2026-08-11.tsv;reverse-engineering/source-code/io/event-system.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.
eventmanager.h	68	CEventManager::IsValid	IsValid()	SOURCE_ONLY	NO_MATCH_FOUND		reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/eventmanager.h:68;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/event-manager-scheduler-semantics-2026-08-11.tsv;reverse-engineering/source-code/io/event-system.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.
FEPGoodies.h	35	CGoodieData::GetNumber	GetNumber() const	SOURCE_ONLY	NO_MATCH_FOUND		reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/FEPGoodies.h:35;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/frontend-save-load-semantics-2026-08-11.tsv;reverse-engineering/source-code/frontend/fep-systems.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.
FEPGoodies.h	36	CGoodieData::GetNumber2	GetNumber2() const	SOURCE_ONLY	NO_MATCH_FOUND		reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/FEPGoodies.h:36;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/frontend-save-load-semantics-2026-08-11.tsv;reverse-engineering/source-code/frontend/fep-systems.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.
FrontEnd.cpp	32	CFrontEnd::CFrontEnd	CFrontEnd::CFrontEnd(void)	RETAIL_UNRESOLVED	NO_MATCH_FOUND		reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/FrontEnd.cpp:32;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/frontend-save-load-semantics-2026-08-11.tsv;reverse-engineering/source-code/frontend/fep-systems.md	Out-of-line source definition has no proven tracked analog; external static/ABI or runtime proof is required before a negative or VA assignment.	Static ABI/xref/body evidence or controlled runtime evidence that proves a target resolves and may falsify this unresolved classification.
Frontend.h	115	CFrontEnd::CanBeControlledWhenInPause	CanBeControlledWhenInPause()	SOURCE_ONLY	NO_MATCH_FOUND		reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/Frontend.h:115;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/frontend-save-load-semantics-2026-08-11.tsv;reverse-engineering/source-code/frontend/fep-systems.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.
Frontend.h	116	CFrontEnd::GetControlType	GetControlType()	SOURCE_ONLY	NO_MATCH_FOUND		reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/Frontend.h:116;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/frontend-save-load-semantics-2026-08-11.tsv;reverse-engineering/source-code/frontend/fep-systems.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.
Frontend.h	119	CFrontEnd::GetCounter	GetCounter()	SOURCE_ONLY	NO_MATCH_FOUND		reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/Frontend.h:119;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/frontend-save-load-semantics-2026-08-11.tsv;reverse-engineering/source-code/frontend/fep-systems.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.
Frontend.h	120	CFrontEnd::SetQuit	SetQuit(SINT val)	SOURCE_ONLY	NO_MATCH_FOUND		reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/Frontend.h:120;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/frontend-save-load-semantics-2026-08-11.tsv;reverse-engineering/source-code/frontend/fep-systems.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.
Frontend.h	123	CFrontEnd::GetCurrentPage	GetCurrentPage()	SOURCE_ONLY	NO_MATCH_FOUND		reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/Frontend.h:123;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/frontend-save-load-semantics-2026-08-11.tsv;reverse-engineering/source-code/frontend/fep-systems.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.
