source_file	source_line	function	signature	source_owner	target_branch	source_anchor	source_text_sha256	source_algorithm	source_fields	source_constants	source_side_effects	retail_classification	retail_va_or_empty	retail_name_candidates	retail_evidence	retail_evidence_boundary	retail_falsifier	rebuild_disposition	rebuild_owner	rebuild_evidence
event.h	20	CEvent::SetToCall	SetToCall(CMonitor* to_call)	CEvent	ALL_TARGETS	references/Onslaught/event.h:20-20	9ae1f8c33e8a04eefcba7af3d421ef1a0558f1a5ec2bbe7e6a22bea1aef0d9a3	Executes the pinned source body in order: mToCall.SetReader(to_call) ;	mToCall		mToCall.SetReader	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/event.h:20;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/event-manager-scheduler-semantics-2026-08-11.tsv;reverse-engineering/source-code/io/event-system.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.	PARTIAL_OWNER_PRESENT	rebuild/OnslaughtRebuild.Core/RetailEventScheduler.cs;rebuild/OnslaughtRebuild.Core.Tests/RetailEventSchedulerTests.cs	The pooled scheduler carries event number/time/listener/data/reuse/free-link state, but not every standalone CEvent/CScheduledEvent accessor or static live-count surface.
event.h	21	CEvent::GetToCall	*  GetToCall()	CEvent	ALL_TARGETS	references/Onslaught/event.h:21-21	da5e116a588d783beb333416c93f61e530778eaf1afea7cf6721619f1ef1bbba	Returns mToCall.ToRead().	mToCall		mToCall.ToRead	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/event.h:21;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/event-manager-scheduler-semantics-2026-08-11.tsv;reverse-engineering/source-code/io/event-system.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.	PARTIAL_OWNER_PRESENT	rebuild/OnslaughtRebuild.Core/RetailEventScheduler.cs;rebuild/OnslaughtRebuild.Core.Tests/RetailEventSchedulerTests.cs	The pooled scheduler carries event number/time/listener/data/reuse/free-link state, but not every standalone CEvent/CScheduledEvent accessor or static live-count surface.
eventmanager.h	58	CEventManager::TotalEvents	TotalEvents()	CEventManager	ALL_TARGETS	references/Onslaught/eventmanager.h:58-58	17197e5b8bde20bc62fa721bf05eefb315af773b6dd129d6e2a56ef938f4e3be	Returns mNumEventsInEventManager.	mNumEventsInEventManager		NONE_READ_ONLY	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/eventmanager.h:58;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/event-manager-scheduler-semantics-2026-08-11.tsv;reverse-engineering/source-code/io/event-system.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.	PORTED_SOURCE_SHAPE	rebuild/OnslaughtRebuild.Core/RetailEventScheduler.cs;rebuild/OnslaughtRebuild.Core.Tests/RetailEventSchedulerTests.cs	RetailEventScheduler carries all six omitted manager accessors plus the 200x3 ring, overflow list, pool, frame clock, routing, flush, and recycler with focused parity tests.
eventmanager.h	59	CEventManager::GetNumEventsProcessedInLastUpdate	GetNumEventsProcessedInLastUpdate()	CEventManager	ALL_TARGETS	references/Onslaught/eventmanager.h:59-59	a17be6527d3b76835d3d3d468caf26f78c2cccb85ac895124f57e5d201983b63	Returns mEventsProcessedThisUpdate.	mEventsProcessedThisUpdate		NONE_READ_ONLY	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/eventmanager.h:59;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/event-manager-scheduler-semantics-2026-08-11.tsv;reverse-engineering/source-code/io/event-system.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.	PORTED_SOURCE_SHAPE	rebuild/OnslaughtRebuild.Core/RetailEventScheduler.cs;rebuild/OnslaughtRebuild.Core.Tests/RetailEventSchedulerTests.cs	RetailEventScheduler carries all six omitted manager accessors plus the 200x3 ring, overflow list, pool, frame clock, routing, flush, and recycler with focused parity tests.
eventmanager.h	60	CEventManager::GetTime	& GetTime()	CEventManager	ALL_TARGETS	references/Onslaught/eventmanager.h:60-60	274829a477c36e5b2450993181157e64d850d7d8f97095ae649040cd836a0b31	Returns mTime.	mTime		NONE_READ_ONLY	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/eventmanager.h:60;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/event-manager-scheduler-semantics-2026-08-11.tsv;reverse-engineering/source-code/io/event-system.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.	PORTED_SOURCE_SHAPE	rebuild/OnslaughtRebuild.Core/RetailEventScheduler.cs;rebuild/OnslaughtRebuild.Core.Tests/RetailEventSchedulerTests.cs	RetailEventScheduler carries all six omitted manager accessors plus the 200x3 ring, overflow list, pool, frame clock, routing, flush, and recycler with focused parity tests.
eventmanager.h	61	CEventManager::GetCurrentEventProcessNum	GetCurrentEventProcessNum()	CEventManager	ALL_TARGETS	references/Onslaught/eventmanager.h:61-61	5b98e5e5a3a044f0e16fe61d723c5efdb416a2060437bbb96374f2fc32ecfc05	Returns mTotalEventProcessedNum.	mTotalEventProcessedNum		NONE_READ_ONLY	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/eventmanager.h:61;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/event-manager-scheduler-semantics-2026-08-11.tsv;reverse-engineering/source-code/io/event-system.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.	PORTED_SOURCE_SHAPE	rebuild/OnslaughtRebuild.Core/RetailEventScheduler.cs;rebuild/OnslaughtRebuild.Core.Tests/RetailEventSchedulerTests.cs	RetailEventScheduler carries all six omitted manager accessors plus the 200x3 ring, overflow list, pool, frame clock, routing, flush, and recycler with focused parity tests.
eventmanager.h	62	CEventManager::GetFrameCount	GetFrameCount()	CEventManager	ALL_TARGETS	references/Onslaught/eventmanager.h:62-62	ff4c4d14a2c4b76934ee573fee0577a1d5b3d83589f557f5f0d534170a64053d	Returns mFrameCount.	mFrameCount		NONE_READ_ONLY	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/eventmanager.h:62;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/event-manager-scheduler-semantics-2026-08-11.tsv;reverse-engineering/source-code/io/event-system.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.	PORTED_SOURCE_SHAPE	rebuild/OnslaughtRebuild.Core/RetailEventScheduler.cs;rebuild/OnslaughtRebuild.Core.Tests/RetailEventSchedulerTests.cs	RetailEventScheduler carries all six omitted manager accessors plus the 200x3 ring, overflow list, pool, frame clock, routing, flush, and recycler with focused parity tests.
eventmanager.h	68	CEventManager::IsValid	IsValid()	CEventManager	ALL_TARGETS	references/Onslaught/eventmanager.h:68-68	94fff3b7ee5b4ade038fbb613488dff0340dd735dd1aa37db4514eb92feb9f32	Returns mValid.	mValid		NONE_READ_ONLY	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/eventmanager.h:68;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/event-manager-scheduler-semantics-2026-08-11.tsv;reverse-engineering/source-code/io/event-system.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.	PORTED_SOURCE_SHAPE	rebuild/OnslaughtRebuild.Core/RetailEventScheduler.cs;rebuild/OnslaughtRebuild.Core.Tests/RetailEventSchedulerTests.cs	RetailEventScheduler carries all six omitted manager accessors plus the 200x3 ring, overflow list, pool, frame clock, routing, flush, and recycler with focused parity tests.
FEPGoodies.h	35	CGoodieData::GetNumber	GetNumber() const	CGoodieData	ALL_TARGETS	references/Onslaught/FEPGoodies.h:35-35	f8d2fabecdbecd1164913cd3cef5718d5cb9647873ec74c8fc9dbd3f9caa7fc6	Returns Number.	Number		NONE_READ_ONLY	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/FEPGoodies.h:35;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/frontend-save-load-semantics-2026-08-11.tsv;reverse-engineering/source-code/frontend/fep-systems.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.	PARTIAL_OWNER_PRESENT	rebuild/OnslaughtRebuild.Client/RetailFrontendSession.cs;rebuild/OnslaughtRebuild.Godot/RetailFrontendFlow.cs	The presentation frontend carries bounded page/session state, but no save transaction, full page set, or CFrontEnd object-layout parity.
FEPGoodies.h	36	CGoodieData::GetNumber2	GetNumber2() const	CGoodieData	ALL_TARGETS	references/Onslaught/FEPGoodies.h:36-36	4a8b4a6fccf23b694af83646f5b9a58420cb2a6dbdbbef5c9e66a02938ee64ca	Returns Number2.	Number2		NONE_READ_ONLY	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/FEPGoodies.h:36;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/frontend-save-load-semantics-2026-08-11.tsv;reverse-engineering/source-code/frontend/fep-systems.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.	PARTIAL_OWNER_PRESENT	rebuild/OnslaughtRebuild.Client/RetailFrontendSession.cs;rebuild/OnslaughtRebuild.Godot/RetailFrontendFlow.cs	The presentation frontend carries bounded page/session state, but no save transaction, full page set, or CFrontEnd object-layout parity.
FrontEnd.cpp	32	CFrontEnd::CFrontEnd	CFrontEnd::CFrontEnd(void)	CFrontEnd	ALL_TARGETS	references/Onslaught/FrontEnd.cpp:32-41	1611ccb82a7ded68e8f8de59bdc7116db533877bfa6190cc869b5bae3592d988	Initializes mAutoSave(CFrontEnd::AUTO_SAVE_NOT), mFirstRun(TRUE), mSelectedLevel(-1), mAllLevelsCheatActive(FALSE); then writes mPlayer0ControllerPort, mSaveFilename[0]; source body: mSaveFilename[0] = 0; mPlayer0ControllerPort = -1;	mAllLevelsCheatActive;mAutoSave;mFirstRun;mPlayer0ControllerPort;mSaveFilename;mSelectedLevel	-1;0;AUTO_SAVE_NOT;FALSE;TRUE	mAllLevelsCheatActive;mAutoSave;mFirstRun;mPlayer0ControllerPort;mSaveFilename[0];mSelectedLevel	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/FrontEnd.cpp:32;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/frontend-save-load-semantics-2026-08-11.tsv;reverse-engineering/source-code/frontend/fep-systems.md	Out-of-line source definition has no proven tracked analog; external static/ABI or runtime proof is required before a negative or VA assignment.	Static ABI/xref/body evidence or controlled runtime evidence that proves a target resolves and may falsify this unresolved classification.	PARTIAL_OWNER_PRESENT	rebuild/OnslaughtRebuild.Client/RetailFrontendSession.cs;rebuild/OnslaughtRebuild.Godot/RetailFrontendFlow.cs	The presentation frontend carries bounded page/session state, but no save transaction, full page set, or CFrontEnd object-layout parity.
Frontend.h	115	CFrontEnd::CanBeControlledWhenInPause	CanBeControlledWhenInPause()	CFrontEnd	ALL_TARGETS	references/Onslaught/Frontend.h:115-115	a9021f3a941322f23010269f6cbd7b1f85ddf0ad834389dd6d30d894a4a29a17	Returns (TRUE).		TRUE	NONE_READ_ONLY	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/Frontend.h:115;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/frontend-save-load-semantics-2026-08-11.tsv;reverse-engineering/source-code/frontend/fep-systems.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.	PARTIAL_OWNER_PRESENT	rebuild/OnslaughtRebuild.Client/RetailFrontendSession.cs;rebuild/OnslaughtRebuild.Godot/RetailFrontendFlow.cs	The presentation frontend carries bounded page/session state, but no save transaction, full page set, or CFrontEnd object-layout parity.
Frontend.h	116	CFrontEnd::GetControlType	GetControlType()	CFrontEnd	ALL_TARGETS	references/Onslaught/Frontend.h:116-116	74af922b57d9615adf5605f180224579c05f507d04ac156a1ceb5b069378a57b	Returns CONTROL_FRONTEND.		CONTROL_FRONTEND	NONE_READ_ONLY	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/Frontend.h:116;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/frontend-save-load-semantics-2026-08-11.tsv;reverse-engineering/source-code/frontend/fep-systems.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.	PARTIAL_OWNER_PRESENT	rebuild/OnslaughtRebuild.Client/RetailFrontendSession.cs;rebuild/OnslaughtRebuild.Godot/RetailFrontendFlow.cs	The presentation frontend carries bounded page/session state, but no save transaction, full page set, or CFrontEnd object-layout parity.
Frontend.h	119	CFrontEnd::GetCounter	GetCounter()	CFrontEnd	ALL_TARGETS	references/Onslaught/Frontend.h:119-119	6551a272aea83b11b9353d876e86b0a4c415d37725ca6c84bf4904f74a0787f3	Returns mCounter.	mCounter		NONE_READ_ONLY	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/Frontend.h:119;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/frontend-save-load-semantics-2026-08-11.tsv;reverse-engineering/source-code/frontend/fep-systems.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.	PARTIAL_OWNER_PRESENT	rebuild/OnslaughtRebuild.Client/RetailFrontendSession.cs;rebuild/OnslaughtRebuild.Godot/RetailFrontendFlow.cs	The presentation frontend carries bounded page/session state, but no save transaction, full page set, or CFrontEnd object-layout parity.
Frontend.h	120	CFrontEnd::SetQuit	SetQuit(SINT val)	CFrontEnd	ALL_TARGETS	references/Onslaught/Frontend.h:120-120	e25d07938d174c1e203491a0e4bba63635e50a5387f65f957f6367c86fa87833	Writes mQuit; source body: mQuit = val;	mQuit		mQuit	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/Frontend.h:120;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/frontend-save-load-semantics-2026-08-11.tsv;reverse-engineering/source-code/frontend/fep-systems.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.	PARTIAL_OWNER_PRESENT	rebuild/OnslaughtRebuild.Client/RetailFrontendSession.cs;rebuild/OnslaughtRebuild.Godot/RetailFrontendFlow.cs	The presentation frontend carries bounded page/session state, but no save transaction, full page set, or CFrontEnd object-layout parity.
Frontend.h	123	CFrontEnd::GetCurrentPage	GetCurrentPage()	CFrontEnd	ALL_TARGETS	references/Onslaught/Frontend.h:123-123	cfa6a474d7e01062bbea4064454d97911c5ec250ec4a1f1710145b273830c0ca	Returns mActivePage.	mActivePage		NONE_READ_ONLY	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/Frontend.h:123;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/frontend-save-load-semantics-2026-08-11.tsv;reverse-engineering/source-code/frontend/fep-systems.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.	PARTIAL_OWNER_PRESENT	rebuild/OnslaughtRebuild.Client/RetailFrontendSession.cs;rebuild/OnslaughtRebuild.Godot/RetailFrontendFlow.cs	The presentation frontend carries bounded page/session state, but no save transaction, full page set, or CFrontEnd object-layout parity.
Frontend.h	124	CFrontEnd::GetTransitionTo	GetTransitionTo()	CFrontEnd	ALL_TARGETS	references/Onslaught/Frontend.h:124-124	813f5f42bfefa7ae37019dfe9403b5eac7569bc7fdb907bc6777f6d1d5617500	Returns mTransitionTo.	mTransitionTo		NONE_READ_ONLY	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/Frontend.h:124;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/frontend-save-load-semantics-2026-08-11.tsv;reverse-engineering/source-code/frontend/fep-systems.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.	PARTIAL_OWNER_PRESENT	rebuild/OnslaughtRebuild.Client/RetailFrontendSession.cs;rebuild/OnslaughtRebuild.Godot/RetailFrontendFlow.cs	The presentation frontend carries bounded page/session state, but no save transaction, full page set, or CFrontEnd object-layout parity.
Frontend.h	125	CFrontEnd::GetTransitionFrom	GetTransitionFrom()	CFrontEnd	ALL_TARGETS	references/Onslaught/Frontend.h:125-125	9d76ae2a3fbc255d4246bc2d3853fb702481139399c3710a0bf0a20780815875	Returns mTransitionFrom.	mTransitionFrom		NONE_READ_ONLY	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/Frontend.h:125;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/frontend-save-load-semantics-2026-08-11.tsv;reverse-engineering/source-code/frontend/fep-systems.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.	PARTIAL_OWNER_PRESENT	rebuild/OnslaughtRebuild.Client/RetailFrontendSession.cs;rebuild/OnslaughtRebuild.Godot/RetailFrontendFlow.cs	The presentation frontend carries bounded page/session state, but no save transaction, full page set, or CFrontEnd object-layout parity.
Frontend.h	127	CFrontEnd::GetCommonPage	*GetCommonPage()	CFrontEnd	ALL_TARGETS	references/Onslaught/Frontend.h:127-127	ec229f7bd7964acd3ef0d05b221ea99c19b2fb2b77587ac53be302f409d69e0f	Returns &mFEPCommon.	mFEPCommon		NONE_READ_ONLY	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/Frontend.h:127;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/frontend-save-load-semantics-2026-08-11.tsv;reverse-engineering/source-code/frontend/fep-systems.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.	PARTIAL_OWNER_PRESENT	rebuild/OnslaughtRebuild.Client/RetailFrontendSession.cs;rebuild/OnslaughtRebuild.Godot/RetailFrontendFlow.cs	The presentation frontend carries bounded page/session state, but no save transaction, full page set, or CFrontEnd object-layout parity.
Frontend.h	152	CFrontEnd::GetSaveMode	GetSaveMode()	CFrontEnd	ALL_TARGETS	references/Onslaught/Frontend.h:152-152	033e7e04956a492bd6d227fafc2eeb272289f2bf1d58340ff025203f0dfed3f9	Returns (mSaveMode).	mSaveMode		NONE_READ_ONLY	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/Frontend.h:152;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/frontend-save-load-semantics-2026-08-11.tsv;reverse-engineering/source-code/frontend/fep-systems.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.	PARTIAL_OWNER_PRESENT	rebuild/OnslaughtRebuild.Client/RetailFrontendSession.cs;rebuild/OnslaughtRebuild.Godot/RetailFrontendFlow.cs	The presentation frontend carries bounded page/session state, but no save transaction, full page set, or CFrontEnd object-layout parity.
Frontend.h	162	CFrontEnd::GetAutoSave	GetAutoSave()	CFrontEnd	ALL_TARGETS	references/Onslaught/Frontend.h:162-162	74152feb86445fd9ebe230679600ef25cdd1d00aca6ce3d3ab61ec27faac54d0	Returns (mAutoSave).	mAutoSave		NONE_READ_ONLY	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;references/Onslaught/Frontend.h:162;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/EVIDENCE-REGISTER.tsv;local-lab/re-campaign-incident-recovery-20260808-v1/generation-32-current-8329-db18625-v1/campaign-functions.tsv;reverse-engineering/binary-analysis/frontend-save-load-semantics-2026-08-11.tsv;reverse-engineering/source-code/frontend/fep-systems.md	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.	A promoted same-owner body or bounded alias with compatible ABI and source semantics falsifies the current negative search.	PARTIAL_OWNER_PRESENT	rebuild/OnslaughtRebuild.Client/RetailFrontendSession.cs;rebuild/OnslaughtRebuild.Godot/RetailFrontendFlow.cs	The presentation frontend carries bounded page/session state, but no save transaction, full page set, or CFrontEnd object-layout parity.
