source_file	source_line	function	signature	source_owner	subsystem_wave	readiness	retail_va_or_empty	current_name_candidates	authority	reason
Frontend.h	123	CFrontEnd::GetCurrentPage	GetCurrentPage()	CFrontEnd	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
Frontend.h	124	CFrontEnd::GetTransitionTo	GetTransitionTo()	CFrontEnd	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
Frontend.h	125	CFrontEnd::GetTransitionFrom	GetTransitionFrom()	CFrontEnd	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
Frontend.h	127	CFrontEnd::GetCommonPage	*GetCommonPage()	CFrontEnd	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
Frontend.h	152	CFrontEnd::GetSaveMode	GetSaveMode()	CFrontEnd	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
Frontend.h	162	CFrontEnd::GetAutoSave	GetAutoSave()	CFrontEnd	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
Frontend.h	163	CFrontEnd::SetAutoSave	SetAutoSave(AutoSaveMode as)	CFrontEnd	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
Frontend.h	165	CFrontEnd::GetMemoryCardNumber	GetMemoryCardNumber()	CFrontEnd	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
Frontend.h	166	CFrontEnd::SetMemoryCardNumber	SetMemoryCardNumber(int num)	CFrontEnd	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
Frontend.h	168	CFrontEnd::SetSaveMode	SetSaveMode(BOOL mode)	CFrontEnd	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
Frontend.h	169	CFrontEnd::SetSuccessFEP	SetSuccessFEP(EFrontEndPage page, UINT time)	CFrontEnd	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
Frontend.h	170	CFrontEnd::GetSuccessPage	GetSuccessPage()	CFrontEnd	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
Frontend.h	171	CFrontEnd::GetSuccessTransTime	GetSuccessTransTime()	CFrontEnd	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
Frontend.h	173	CFrontEnd::AllLevelsCheatActive	AllLevelsCheatActive()	CFrontEnd	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
Frontend.h	258	CFrontEnd::GetController	* GetController(int which)	CFrontEnd	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
Frontend.h	260	CFrontEnd::GetTextSet	*GetTextSet(SINT n)	CFrontEnd	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
Frontend.h	263	CFrontEnd::ClearFirstRun	ClearFirstRun()	CFrontEnd	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.cpp	1253	CWaitForStart::CanBeControlledWhenInPause	CanBeControlledWhenInPause()	CWaitForStart	W1_SAVE_SESSION_INPUT_FRONTEND	EXTERNAL_PROOF_REQUIRED			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables	Out-of-line source definition has no proven tracked analog; external static/ABI or runtime proof is required before a negative or VA assignment.
game.cpp	1254	CWaitForStart::GetControlType	GetControlType()	CWaitForStart	W1_SAVE_SESSION_INPUT_FRONTEND	EXTERNAL_PROOF_REQUIRED			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables	Out-of-line source definition has no proven tracked analog; external static/ABI or runtime proof is required before a negative or VA assignment.
game.cpp	4089	CGameCreditControlHandler::CGameCreditControlHandler	CGameCreditControlHandler()	CGameCreditControlHandler	W1_SAVE_SESSION_INPUT_FRONTEND	EXTERNAL_PROOF_REQUIRED			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables	Out-of-line source definition has no proven tracked analog; external static/ABI or runtime proof is required before a negative or VA assignment.
game.cpp	4091	CGameCreditControlHandler::ResetQuitFlag	ResetQuitFlag()	CGameCreditControlHandler	W1_SAVE_SESSION_INPUT_FRONTEND	EXTERNAL_PROOF_REQUIRED			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables	Out-of-line source definition has no proven tracked analog; external static/ABI or runtime proof is required before a negative or VA assignment.
game.cpp	4092	CGameCreditControlHandler::WantToQuit	WantToQuit()	CGameCreditControlHandler	W1_SAVE_SESSION_INPUT_FRONTEND	EXTERNAL_PROOF_REQUIRED			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables	Out-of-line source definition has no proven tracked analog; external static/ABI or runtime proof is required before a negative or VA assignment.
game.cpp	4099	CGameCreditControlHandler::CanBeControlledWhenInPause	CanBeControlledWhenInPause()	CGameCreditControlHandler	W1_SAVE_SESSION_INPUT_FRONTEND	EXTERNAL_PROOF_REQUIRED			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables	Out-of-line source definition has no proven tracked analog; external static/ABI or runtime proof is required before a negative or VA assignment.
game.cpp	4100	CGameCreditControlHandler::GetControlType	GetControlType()	CGameCreditControlHandler	W1_SAVE_SESSION_INPUT_FRONTEND	EXTERNAL_PROOF_REQUIRED			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables	Out-of-line source definition has no proven tracked analog; external static/ABI or runtime proof is required before a negative or VA assignment.
game.h	121	CGame::ToggleControlMethod	ToggleControlMethod()	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	126	CGame::SetQuit	SetQuit(EQuitType quit)	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	129	CGame::GetForsetiFearGrid	* GetForsetiFearGrid()	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	130	CGame::GetMuspellFearGrid	* GetMuspellFearGrid()	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	136	CGame::Random	Random()	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	137	CGame::FloatRandom	FloatRandom()	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	140	CGame::GetPlayer	* GetPlayer(SINT no)	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	141	CGame::GetCurrentCamera	* GetCurrentCamera(int number)	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	145	CGame::GetCurrentLevel	GetCurrentLevel()	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	152	CGame::CanBeControlledWhenInPause	CanBeControlledWhenInPause()	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	153	CGame::GetControlType	GetControlType()	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	156	CGame::IsPaused	IsPaused()	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	157	CGame::GetMessageBox	* GetMessageBox()	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	158	CGame::GetMessageLog	* GetMessageLog()	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	159	CGame::GetHelpTextDisplay	* GetHelpTextDisplay()	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	160	CGame::GetLevelBriefingLog	* GetLevelBriefingLog()	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	161	CGame::GetPauseMenu	* GetPauseMenu()	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	166	CGame::GetNPlayers	GetNPlayers()	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	172	CGame::GetGameState	GetGameState()	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	173	CGame::IsFreeCameraOn	IsFreeCameraOn(int player)	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	174	CGame::IsGameFinished	IsGameFinished()	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	178	CGame::GetRenderFrameNumber	GetRenderFrameNumber()	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	179	CGame::SetPrimaryObjectiveComplete	SetPrimaryObjectiveComplete(int num, int string_id)	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	180	CGame::SetSecondaryObjectiveComplete	SetSecondaryObjectiveComplete(int num, int string_id)	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	181	CGame::SetPrimaryObjectiveFailed	SetPrimaryObjectiveFailed(int num, int string_id)	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	182	CGame::SetSecondaryObjectiveFailed	SetSecondaryObjectiveFailed(int num, int string_id)	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	184	CGame::GetPrimaryObjective	* GetPrimaryObjective(int num)	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	185	CGame::GetSecondaryObjective	* GetSecondaryObjective(int num)	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	186	CGame::GetMaxPrimaryObjectives	GetMaxPrimaryObjectives()	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	187	CGame::GetMaxSecondaryObjectives	GetMaxSecondaryObjectives()	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	191	CGame::SetPanTime	SetPanTime(float time)	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	192	CGame::SetPreRunTime	SetPreRunTime(float time)	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	194	CGame::GetPreRunTime	GetPreRunTime()	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
game.h	195	CGame::GetPanTime	GetPanTime()	CGame	W1_SAVE_SESSION_INPUT_FRONTEND	SOURCE_ONLY_BOUNDED_NO_MATCH			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence.
