addr	provenance	liveKind	currentNameLive	proposedName	tier	anchorKind	anchorEvidence	reason
0x004892c0	SLOTFIX	FUNCTION	CInfantryUnit__VFunc65_UpdateMotionAnimationState	CInfantryUnit__VFunc66_UpdateMotionAnimationState	TIER3_SLOT_ORDINAL	VTABLE_SLOT_OFF_BY_ONE	vtable 0x005e272c slot 66 @ 0x005e2834; COL class CInfantryUnit; encodedSlot 65 delta 1; numbered from head+4 (the scalar-deleting-dtor slot), dropping true slot 0 of vtable 0x005e272c	Encoded vtable ordinal was wrong. Measured from the specimen: vtable 0x005e272c (COL CInfantryUnit, 117 entries) holds this VA at slot 66; the corrected name encodes that ordinal.
0x00489650	SLOTFIX	FUNCTION	CInfantryUnit__VFunc39_HandleCollisionDamageReaction	CInfantryUnit__VFunc40_HandleCollisionDamageReaction	TIER3_SLOT_ORDINAL	VTABLE_SLOT_OFF_BY_ONE	vtable 0x005e272c slot 40 @ 0x005e27cc; COL class CInfantryUnit; encodedSlot 39 delta 1; numbered from head+4 (the scalar-deleting-dtor slot), dropping true slot 0 of vtable 0x005e272c	Encoded vtable ordinal was wrong. Measured from the specimen: vtable 0x005e272c (COL CInfantryUnit, 117 entries) holds this VA at slot 40; the corrected name encodes that ordinal.
0x00489b40	SLOTFIX	FUNCTION	CInfantryUnit__VFunc49_HandleDeathPickupAndEffects	CInfantryUnit__VFunc50_HandleDeathPickupAndEffects	TIER3_SLOT_ORDINAL	VTABLE_SLOT_OFF_BY_ONE	vtable 0x005e272c slot 50 @ 0x005e27f4; COL class CInfantryUnit; encodedSlot 49 delta 1; numbered from head+4 (the scalar-deleting-dtor slot), dropping true slot 0 of vtable 0x005e272c	Encoded vtable ordinal was wrong. Measured from the specimen: vtable 0x005e272c (COL CInfantryUnit, 117 entries) holds this VA at slot 50; the corrected name encodes that ordinal.
0x0048b660	DEMOTE	FUNCTION	CInfluenceMapManager__SkipLoad	CInfluenceMapManager_T3_0048b660	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none
0x0048b7d0	DEMOTE	FUNCTION	CInfluenceMapManager__PropagateDistances	CInfluenceMapManager_T3_0048b7d0	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none
0x0048b8e0	DEMOTE	FUNCTION	CInfluenceMapManager__Update	CInfluenceMapManager_T3_0048b8e0	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none
0x0048bf70	DEMOTE	FUNCTION	CInfluenceMapManager__DecayInfluence	CInfluenceMapManager_T3_0048bf70	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none
0x0048c000	DEMOTE	FUNCTION	CInfluenceMapManager__FindNearestMap	CInfluenceMapManager_T3_0048c000	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none
0x0048c2d0	DEMOTE	FUNCTION	CInfluenceMapManager__IsEmpty	CInfluenceMapManager_T3_0048c2d0	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none
0x004a1c30	DEMOTE	FUNCTION	CMemoryHeap__ReleaseMutexUnwindCleanup	CMemoryHeap_T3_004a1c30	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none
0x004a3730	PROMOTE	FUNCTION	CMenuItem__Destructor	CScaleMenuItem__Destructor	TIER1_CLASS_RTTI+METHOD_UNCHANGED	RTTI_VTABLE_INSTALL	vt 0x005dc520 installed by body; COL 0x00614e68 -> TD 0x0062f800 = .?AVCScaleMenuItem@@	Class identity recovered from the shipped image; earlier verdict re-measured independently. structuralAnchor=vt=0x005dc520 immediateInBody=True COL=0x00614e68 -> CScaleMenuItem | prefixVtableBinding=vtableHits=0 
0x004a3b10	PROMOTE	FUNCTION	CMenuItemDropdown__Init	CMenuMenuItem__Init	TIER1_CLASS_RTTI+METHOD_UNCHANGED	RTTI_VTABLE_INSTALL	vt 0x005dc578 installed by body; COL 0x00614eb8 -> TD 0x0062f820 = .?AVCMenuMenuItem@@; CMenuItemDropdown absent image-wide	Class identity recovered from the shipped image; earlier verdict re-measured independently. structuralAnchor=vt=0x005dc578 immediateInBody=True COL=0x00614eb8 -> CMenuMenuItem | prefixVtableBinding=vtableHits=0 
0x004a3b60	PROMOTE	FUNCTION	CMenuItemDropdown__InitVariant	CBOOLMenuItem__Init	TIER1_CLASS_RTTI+TIER3_METHOD	RTTI_VTABLE_INSTALL	vt 0x005dc5c4 installed by body; COL 0x00614f08 -> TD 0x0062f840 = .?AVCBOOLMenuItem@@; CMenuItemDropdown absent image-wide	Class identity recovered from the shipped image; earlier verdict re-measured independently. structuralAnchor=vt=0x005dc5c4 immediateInBody=True COL=0x00614f08 -> CBOOLMenuItem | prefixVtableBinding=vtableHits=0 
0x004a3ba0	DEMOTE	FUNCTION	CMenuItemDropdown__ClearPending	CMenuItemDropdown_T3_004a3ba0	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none
0x004a3bb0	DEMOTE	FUNCTION	CMenuItemDropdown__ProcessPending	CMenuItemDropdown_T3_004a3bb0	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none
0x004a3c30	DEMOTE	FUNCTION	CMenuItemDropdown__Render	CMenuItemDropdown_T3_004a3c30	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none
0x004a4250	PROMOTE	FUNCTION	CMenuItemSlider__Init	CApplyMenuItem__Init	TIER1_CLASS_RTTI+METHOD_UNCHANGED	RTTI_VTABLE_INSTALL	vt 0x005dc610 installed by body; COL 0x00614f58 -> TD 0x0062f860 = .?AVCApplyMenuItem@@; CMenuItemSlider absent image-wide	Class identity recovered from the shipped image; earlier verdict re-measured independently. structuralAnchor=vt=0x005dc610 immediateInBody=True COL=0x00614f58 -> CApplyMenuItem | prefixVtableBinding=vtableHits=0 
0x004a45c0	PROMOTE	FUNCTION	CMenuItemRange__Init	CMenuOptionsList__Init	TIER1_CLASS_RTTI+METHOD_UNCHANGED	RTTI_VTABLE_INSTALL	vt 0x005dc650 installed by body; COL 0x00614fa0 -> TD 0x0062f888 = .?AVCMenuOptionsList@@; CMenuItemRange absent image-wide	Class identity recovered from the shipped image; earlier verdict re-measured independently. structuralAnchor=vt=0x005dc650 immediateInBody=True COL=0x00614fa0 -> CMenuOptionsList | prefixVtableBinding=vtableHits=0 
0x004a4630	PROMOTE	FUNCTION	CMenuItemRange__ResetIterator	CMenuOptionsList__ResetIterator	TIER1_CLASS_RTTI+METHOD_UNCHANGED	RTTI_FAMILY	non-virtual member of the object whose vt 0x005dc650 -> .?AVCMenuOptionsList@@ (installed byte-proven by sibling 0x004a45c0); 0 data refs; CMenuItemRange absent image-wide	Class identity recovered from the shipped image; earlier verdict re-measured independently. structuralAnchor=family vt=0x005dc650 COL->CMenuOptionsList (want CMenuOptionsList) | prefixVtableBinding=vtableHits=0 
0x004a4670	PROMOTE	FUNCTION	CMenuItemRange__AddItem	CMenuOptionsList__AddItem	TIER1_CLASS_RTTI+METHOD_UNCHANGED	RTTI_FAMILY	non-virtual member of the vt 0x005dc650 object (COL 0x00614fa0 -> TD 0x0062f888 = .?AVCMenuOptionsList@@), that vtable byte-proven installed by sibling 0x004a45c0; 0 data refs; CMenuItemRange absent image-wide	Class identity recovered from the shipped image; earlier verdict re-measured independently. structuralAnchor=family vt=0x005dc650 COL->CMenuOptionsList (want CMenuOptionsList) | prefixVtableBinding=vtableHits=0 
0x004a4730	PROMOTE	FUNCTION	CMenuItemRange__LoadTexture	CMenuOptionsList__LoadTexture	TIER1_CLASS_RTTI+METHOD_UNCHANGED	RTTI_FAMILY	non-virtual member of the vt 0x005dc650 object (COL 0x00614fa0 -> TD 0x0062f888 = .?AVCMenuOptionsList@@), that vtable byte-proven installed by sibling 0x004a45c0; 0 data refs; CMenuItemRange absent image-wide	Class identity recovered from the shipped image; earlier verdict re-measured independently. structuralAnchor=family vt=0x005dc650 COL->CMenuOptionsList (want CMenuOptionsList) | prefixVtableBinding=vtableHits=0 
0x004a4790	PROMOTE	FUNCTION	CMenuItemRange__SelectNext	CMenuOptionsList__SelectNext	TIER1_CLASS_RTTI+METHOD_UNCHANGED	RTTI_FAMILY	non-virtual member of the vt 0x005dc650 object (COL 0x00614fa0 -> TD 0x0062f888 = .?AVCMenuOptionsList@@), that vtable byte-proven installed by sibling 0x004a45c0; 0 data refs; CMenuItemRange absent image-wide	Class identity recovered from the shipped image; earlier verdict re-measured independently. structuralAnchor=family vt=0x005dc650 COL->CMenuOptionsList (want CMenuOptionsList) | prefixVtableBinding=vtableHits=0 
0x004a4810	PROMOTE	FUNCTION	CMenuItemRange__Render	CMenuOptionsList__Render	TIER1_CLASS_RTTI+METHOD_UNCHANGED	RTTI_FAMILY	non-virtual member of the vt 0x005dc650 object (COL 0x00614fa0 -> TD 0x0062f888 = .?AVCMenuOptionsList@@), that vtable byte-proven installed by sibling 0x004a45c0; 0 data refs; CMenuItemRange absent image-wide	Class identity recovered from the shipped image; earlier verdict re-measured independently. structuralAnchor=family vt=0x005dc650 COL->CMenuOptionsList (want CMenuOptionsList) | prefixVtableBinding=vtableHits=0 
0x004a4dd0	PROMOTE	FUNCTION	CMenuItemRange__SetItemEnabled	CMenuOptionsList__SetItemEnabled	TIER1_CLASS_RTTI+METHOD_UNCHANGED	RTTI_FAMILY	non-virtual member of the vt 0x005dc650 object (COL 0x00614fa0 -> TD 0x0062f888 = .?AVCMenuOptionsList@@), that vtable byte-proven installed by sibling 0x004a45c0; 0 data refs; CMenuItemRange absent image-wide	Class identity recovered from the shipped image; earlier verdict re-measured independently. structuralAnchor=family vt=0x005dc650 COL->CMenuOptionsList (want CMenuOptionsList) | prefixVtableBinding=vtableHits=0 
0x004a4e10	PROMOTE	FUNCTION	CMenuItemRangeVariant__Init	CConfirmMenuOptionsList__Init	TIER1_CLASS_RTTI+METHOD_UNCHANGED	RTTI_VTABLE_INSTALL	vt 0x005dc664 installed by body; COL 0x00614ff0 -> TD 0x0062f8a8 = .?AVCConfirmMenuOptionsList@@; CMenuItemRangeVariant absent image-wide	Class identity recovered from the shipped image; earlier verdict re-measured independently. structuralAnchor=vt=0x005dc664 immediateInBody=True COL=0x00614ff0 -> CConfirmMenuOptionsList | prefixVtableBinding=vtableHits=0 
0x004a4e80	PROMOTE	FUNCTION	CMenuItemRangeVariant__Destructor	CConfirmMenuOptionsList__Destructor	TIER1_CLASS_RTTI+METHOD_UNCHANGED	RTTI_FAMILY	dtor of the vt 0x005dc664 class (COL 0x00614ff0 -> .?AVCConfirmMenuOptionsList@@), reinstalls base vt 0x005dc650; CMenuItemRangeVariant absent image-wide	Class identity recovered from the shipped image; earlier verdict re-measured independently. structuralAnchor=family vt=0x005dc664 COL->CConfirmMenuOptionsList (want CConfirmMenuOptionsList) | prefixVtableBinding=vtableHits=0 
0x004b52a0	DEMOTE	FUNCTION	Math__AbsFloat	Math_T3_004b52a0	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none
0x004bf9e0	DEMOTE	FUNCTION	OID__InitInfluenceMapObject	OID_T3_004bf9e0	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none
0x004bfa60	DEMOTE	FUNCTION	OID__InitTargetData	OID_T3_004bfa60	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none
0x004bfd20	DEMOTE	FUNCTION	OID__InitBaseObject	OID_T3_004bfd20	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none
0x004cab30	DEMOTE	FUNCTION	Color32__LerpArgb	Color32_T3_004cab30	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none
0x004cac40	DEMOTE	FUNCTION	Math__InvLerpClamp01	Math_T3_004cac40	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none
0x004cac80	DEMOTE	FUNCTION	CPDSelector__ConvertNormalizedToScreenCoords	CPDSimpleSprite__SampleNoiseTableBilinear	TIER3_DESCRIPTIVE	BODY_BEHAVIOUR	class by sibling-function association; method descriptive	Descriptive name corrected to what the body/evidence supports; still an explicitly descriptive Tier-3 label. class by sibling-function association; method descriptive
0x004cb040	DEMOTE	FUNCTION	ParticleEffectLink__PushGlobalList	ParticleEffectLink_T3_004cb040	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none
0x004cb0b0	DEMOTE	FUNCTION	ParticleEffectLink__SetHandleStateAndClear	ParticleEffectLink_T3_004cb0b0	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none
0x004dbc20	DEMOTE	FUNCTION	SharedUnitVFunc__ReturnInt5_004dbc20	SharedUnitVFunc_T3_004dbc20	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_UNSUPPORTED_AND_WRONG_OWNER; class anchor: ABSENT; vtable owners: .?AVCBoatUnitBehaviourType@@@slot1;.?AVCMessageLog@@@slot5;.?AVCPDColourRange@@@slot1;.?AVCRTCutscene@@@slot27	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_UNSUPPORTED_AND_WRONG_OWNER; class anchor: ABSENT; vtable owners: .?AVCBoatUnitBehaviourType@@@slot1;.?AVCMessageLog@@@slot5;.?AVCPDColourRange@@@slot1;.?AVCRTCutscene@@@slot27
0x004de850	DEMOTE	FUNCTION	CHudComponent__RequestDestroy	CHudComponent_T3_004de850	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none
0x004de860	DEMOTE	FUNCTION	CHudComponent__RenderPass	CHudComponent_T3_004de860	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none
0x004dfaa0	SLOTFIX	FUNCTION	VFuncSlot_09_004dfaa0	VFuncSlot_66_004dfaa0	TIER3_SLOT_ORDINAL	VTABLE_SLOT_OFF_BY_OTHER	vtable 0x005dfd3c slot 66 @ 0x005dfe44; COL class CSimpleBuilding; encodedSlot 9 delta 57; ordinal appears copied from the neighbouring function 0x004dfa40 which really is slot 9; this VA is CSimpleBuilding slot 66	Encoded vtable ordinal was wrong. Measured from the specimen: vtable 0x005dfd3c (COL CSimpleBuilding, 117 entries) holds this VA at slot 66; the corrected name encodes that ordinal.
0x004dfd10	DEMOTE	FUNCTION	CUnit__VFunc18_SyncOldVectorAndClampHeight	CUnit_T3_004dfd10	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_WRONG_OWNER; class anchor: RTTI_TYPE_DESCRIPTOR .?AVCUnit@@; vtable owners: .?AVCBuilding@@@slot18;.?AVCSimpleBuilding@@@slot18	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_WRONG_OWNER; class anchor: RTTI_TYPE_DESCRIPTOR .?AVCUnit@@; vtable owners: .?AVCBuilding@@@slot18;.?AVCSimpleBuilding@@@slot18
0x004e3370	PROMOTE	FUNCTION	CSpawnerThng__Update	CSpawnerThing__Update	TIER1_CLASS_RTTI+METHOD_UNCHANGED	RTTI_FAMILY	RTTI spelling .?AVCSpawnerThing@@ @0x00630bb0; exact token CSpawnerThng absent (drift from source path C:\dev\ONSLAUGHT2\SpawnerThng.cpp @0x00632650); DB already uses CSpawnerThing at 0x004bfd80 (vt slot 1)	Class identity recovered from the shipped image; earlier verdict re-measured independently. structuralAnchor=RTTI spelling .?AVCSpawnerThing@@ present=True resolves=CSpawnerThing (want CSpawnerThing) | prefixVtableBinding=vtableHits=0 
0x004e6610	DEMOTE	FUNCTION	SharedState__IsTimer88PendingAndState7CZero	SharedState_T3_004e6610	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none
0x004e6680	PROMOTE	FUNCTION	CSquadNormal__IsFactionCompatible	CNormalSquad__IsFactionCompatible	TIER1_CLASS_RTTI+METHOD_UNCHANGED	RTTI_FAMILY	RTTI spelling .?AVCNormalSquad@@ @0x00632818; exact token CSquadNormal absent (drift from source path C:\dev\ONSLAUGHT2\SquadNormal.cpp @0x0063283c)	Class identity recovered from the shipped image; earlier verdict re-measured independently. structuralAnchor=RTTI spelling .?AVCNormalSquad@@ present=True resolves=CNormalSquad (want CNormalSquad) | prefixVtableBinding=vtableHits=0 
0x004e9600	DEMOTE	FUNCTION	CSquadNormal__VFunc_20_004e9600	CSquadNormal_T3_004e9600	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_WRONG_OWNER; class anchor: SOURCE_FILE_STEM SquadNormal.cpp; vtable owners: .?AVCNormalSquad@@@slot20	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_WRONG_OWNER; class anchor: SOURCE_FILE_STEM SquadNormal.cpp; vtable owners: .?AVCNormalSquad@@@slot20
0x004e96f0	DEMOTE	FUNCTION	CSquadNormal__VFunc_21_004e96f0	CSquadNormal_T3_004e96f0	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_WRONG_OWNER; class anchor: SOURCE_FILE_STEM SquadNormal.cpp; vtable owners: .?AVCNormalSquad@@@slot21	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_WRONG_OWNER; class anchor: SOURCE_FILE_STEM SquadNormal.cpp; vtable owners: .?AVCNormalSquad@@@slot21
0x004e9f00	DEMOTE	FUNCTION	CSquadNormal__VFunc_52_004e9f00	CSquadNormal_T3_004e9f00	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_WRONG_OWNER; class anchor: SOURCE_FILE_STEM SquadNormal.cpp; vtable owners: .?AVCNormalSquad@@@slot52	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_WRONG_OWNER; class anchor: SOURCE_FILE_STEM SquadNormal.cpp; vtable owners: .?AVCNormalSquad@@@slot52
0x004eaae0	SLOTFIX	FUNCTION	CRelaxedSquad__VFunc_07_004eaae0	CRelaxedSquad__VFunc_52_004eaae0	TIER3_SLOT_ORDINAL	VTABLE_SLOT_OFF_BY_OTHER	vtable 0x005e39cc slot 52 @ 0x005e3a9c; COL class CRelaxedSquad; encodedSlot 7 delta 45; class correct, ordinal wrong; CRelaxedSquad vtable 0x005e39cc slot 52; slot 7 there is FUN_0050f5f0	Encoded vtable ordinal was wrong. Measured from the specimen: vtable 0x005e39cc (COL CRelaxedSquad, 87 entries) holds this VA at slot 52; the corrected name encodes that ordinal.
0x004ef100	SLOTFIX	FUNCTION	CUnit__VFunc64_SpawnConfiguredPickupThreeTimes	CSubmarine__VFunc96_SpawnConfiguredPickupThreeTimes	TIER3_SLOT_ORDINAL	VTABLE_SLOT_OFF_BY_OTHER	vtable 0x005e1490 slot 96 @ 0x005e1610; COL class CSubmarine; encodedSlot 64 delta 32; class also wrong: only CSubmarine's vtable holds this VA, at slot 96; CUnit slot 96 is the base version CUnit__SpawnConfiguredPickupIfAboveWater, CUnit slot 64 is an unrelated function	Encoded vtable ordinal was wrong. Measured from the specimen: vtable 0x005e1490 (COL CSubmarine, 117 entries) holds this VA at slot 96; the corrected name encodes that ordinal.
0x004f0760	PROMOTE	FUNCTION	CTentacle__CreateTentacleGuide	CTentacle__CreateMCTentacle	TIER1_CLASS_RTTI+TIER3_METHOD	RTTI_PRODUCT_CLASS	class prefix confirmed: dword[0x005e4170]=0x004f0760 = slot 117 of the CTentacle vtable, prefix descriptor .?AVCTentacle@@ @file 0x23d968; product named by .?AVCMCTentacle@@ @file 0x22dfe0; current suffix belongs to sibling 0x004f07e0	Class identity recovered from the shipped image; earlier verdict re-measured independently. structuralAnchor=CTentacle:TD; CMCTentacle:TD | prefixVtableBinding=vtableHits=1 CTentacle[head=0x005e3f9c slot=117] | productConstructorChain=bodyOrCalleeInstalls=['CMCTentacle'] wantProduct=CMCTentacle; CMCTentacle__Constructor@0x0049cad0 installs CMCTentacle
0x004f3110	DEMOTE	FUNCTION	ImageIO__WriteTGA24	ImageIO_T3_004f3110	TIER3_PLACEHOLDER	REFUTATION_CONFIRMED	CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none	Recorded descriptive name is refuted by the anchor audit; demoted to a neutral Tier-3 placeholder rather than replaced with a second invented label. CONFIRMED_CLASS_ABSENT_FROM_IMAGE; class anchor: ABSENT; vtable owners: none
0x004f68e0	SLOTFIX	FUNCTION	CTree__VFunc_28_CreateFallingTreeAfterDelay	CTree__VFunc_40_CreateFallingTreeAfterDelay	TIER3_SLOT_ORDINAL	VTABLE_SLOT_OFF_BY_OTHER	vtable 0x005dd9d8 slot 40 @ 0x005dda78; COL class CTree; encodedSlot 28 delta 12; ordinal was written in HEX: 0x28 = 40 decimal; CTree vtable 0x005dd9d8 slot 40 holds this VA	Encoded vtable ordinal was wrong. Measured from the specimen: vtable 0x005dd9d8 (COL CTree, 59 entries) holds this VA at slot 40; the corrected name encodes that ordinal.
0x004f6aa0	SLOTFIX	FUNCTION	CTree__VFunc_27_CreateFallingTreeFromThing	CTree__VFunc_39_CreateFallingTreeFromThing	TIER3_SLOT_ORDINAL	VTABLE_SLOT_OFF_BY_OTHER	vtable 0x005dd9d8 slot 39 @ 0x005dda74; COL class CTree; encodedSlot 27 delta 12; ordinal was written in HEX: 0x27 = 39 decimal; CTree vtable 0x005dd9d8 slot 39 holds this VA	Encoded vtable ordinal was wrong. Measured from the specimen: vtable 0x005dd9d8 (COL CTree, 59 entries) holds this VA at slot 39; the corrected name encodes that ordinal.
