stable_key	source_file	source_line	function	signature	source_commit	target_branch	source_anchor	source_excerpt	source_algorithm	fields_constants	source_side_effects	initial_readiness	retail_classification	retail_va	retail_analog	retail_evidence	retail_reason	retail_falsifier	rebuild_disposition	rebuild_owner	reuse_disposition	predecessor_artifacts
ltshell.h:125:PCLTShell::GetMouseX:GetMouseX()	ltshell.h	125	PCLTShell::GetMouseX	GetMouseX()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	PC/_DIRECTX shell and platform	"int						GetMouseX() { return mMouseX; };"	"int						GetMouseX() { return mMouseX; };"	Return the source expression `mMouseX`.	mMouseX	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	HOST_BACKEND_REPLACED	rebuild/OnslaughtRebuild.Godot	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
ltshell.h:126:PCLTShell::GetMouseY:GetMouseY()	ltshell.h	126	PCLTShell::GetMouseY	GetMouseY()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	PC/_DIRECTX shell and platform	"int						GetMouseY() { return mMouseY; };"	"int						GetMouseY() { return mMouseY; };"	Return the source expression `mMouseY`.	mMouseY	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	HOST_BACKEND_REPLACED	rebuild/OnslaughtRebuild.Godot	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
ltshell.h:127:PCLTShell::GetMouseLButton:GetMouseLButton()	ltshell.h	127	PCLTShell::GetMouseLButton	GetMouseLButton()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	PC/_DIRECTX shell and platform	"bool					GetMouseLButton() { return ((mMouseButtons & MK_LBUTTON)==MK_LBUTTON); };"	"bool					GetMouseLButton() { return ((mMouseButtons & MK_LBUTTON)==MK_LBUTTON); };"	Return the source expression `(mMouseButtons & MK_LBUTTON)==MK_LBUTTON`.	mMouseButtons;MK_LBUTTON	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	HOST_BACKEND_REPLACED	rebuild/OnslaughtRebuild.Godot	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
ltshell.h:128:PCLTShell::GetMouseMButton:GetMouseMButton()	ltshell.h	128	PCLTShell::GetMouseMButton	GetMouseMButton()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	PC/_DIRECTX shell and platform	"bool					GetMouseMButton() { return ((mMouseButtons & MK_MBUTTON)==MK_MBUTTON); };"	"bool					GetMouseMButton() { return ((mMouseButtons & MK_MBUTTON)==MK_MBUTTON); };"	Return the source expression `(mMouseButtons & MK_MBUTTON)==MK_MBUTTON`.	mMouseButtons;MK_MBUTTON	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	HOST_BACKEND_REPLACED	rebuild/OnslaughtRebuild.Godot	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
ltshell.h:129:PCLTShell::GetMouseRButton:GetMouseRButton()	ltshell.h	129	PCLTShell::GetMouseRButton	GetMouseRButton()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	PC/_DIRECTX shell and platform	"bool					GetMouseRButton() { return ((mMouseButtons & MK_RBUTTON)==MK_RBUTTON); };"	"bool					GetMouseRButton() { return ((mMouseButtons & MK_RBUTTON)==MK_RBUTTON); };"	Return the source expression `(mMouseButtons & MK_RBUTTON)==MK_RBUTTON`.	mMouseButtons;MK_RBUTTON	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	HOST_BACKEND_REPLACED	rebuild/OnslaughtRebuild.Godot	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
ltshell.h:130:PCLTShell::ClearD3DErrorCount:ClearD3DErrorCount()	ltshell.h	130	PCLTShell::ClearD3DErrorCount	ClearD3DErrorCount()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	PC/_DIRECTX shell and platform	"void					ClearD3DErrorCount() { mD3DErrorCount = 0;	}"	"void					ClearD3DErrorCount() { mD3DErrorCount = 0;	}"	Execute the exact inline state transition `mD3DErrorCount = 0;`.	mD3DErrorCount;0	Mutates only the fields or delegated target shown in the exact source excerpt.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	HOST_BACKEND_REPLACED	rebuild/OnslaughtRebuild.Godot	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
ltshell.h:139:PCLTShell::MsgInfo:MsgInfo()	ltshell.h	139	PCLTShell::MsgInfo	MsgInfo()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	PC/_DIRECTX shell and platform	"int		MsgInfo()		{return (INT)mMsg.wParam;}"	"int		MsgInfo()		{return (INT)mMsg.wParam;}"	Return the source expression `(INT)mMsg.wParam`.	mMsg	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	HOST_BACKEND_REPLACED	rebuild/OnslaughtRebuild.Godot	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
ltshell.h:140:PCLTShell::WantsToQuit:WantsToQuit()	ltshell.h	140	PCLTShell::WantsToQuit	WantsToQuit()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	PC/_DIRECTX shell and platform	"BOOL	WantsToQuit()	{return (WM_QUIT == mMsg.message);}"	"BOOL	WantsToQuit()	{return (WM_QUIT == mMsg.message);}"	Return the source expression `WM_QUIT == mMsg.message`.	mMsg	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	HOST_BACKEND_REPLACED	rebuild/OnslaughtRebuild.Godot	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
ltshell.h:141:PCLTShell::IWantToQuit:IWantToQuit()	ltshell.h	141	PCLTShell::IWantToQuit	IWantToQuit()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	PC/_DIRECTX shell and platform	"void	IWantToQuit()	{SendMessage( LT.GetHWnd(), WM_CLOSE, 0, 0 );}"	"void	IWantToQuit()	{SendMessage( LT.GetHWnd(), WM_CLOSE, 0, 0 );}"	Execute the exact source body `SendMessage( LT.GetHWnd(), WM_CLOSE, 0, 0 );`; no behavior beyond this line/signature is inferred.	0	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	HOST_BACKEND_REPLACED	rebuild/OnslaughtRebuild.Godot	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
ltshell.h:151:PCLTShell::SmallTexturesDisabled:SmallTexturesDisabled()	ltshell.h	151	PCLTShell::SmallTexturesDisabled	SmallTexturesDisabled()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	PC/_DIRECTX shell and platform	"BOOL	SmallTexturesDisabled() {return m_bSmallTexturesDisabled;}"	"BOOL	SmallTexturesDisabled() {return m_bSmallTexturesDisabled;}"	Return the source expression `m_bSmallTexturesDisabled`.	m_bSmallTexturesDisabled	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	HOST_BACKEND_REPLACED	rebuild/OnslaughtRebuild.Godot	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
ltshell.h:158:PCLTShell::TextureCompressionDisabled:TextureCompressionDisabled()	ltshell.h	158	PCLTShell::TextureCompressionDisabled	TextureCompressionDisabled()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	PC/_DIRECTX shell and platform	"BOOL	TextureCompressionDisabled() {return m_bTextureCompressionDisabled;}"	"BOOL	TextureCompressionDisabled() {return m_bTextureCompressionDisabled;}"	Return the source expression `m_bTextureCompressionDisabled`.	m_bTextureCompressionDisabled	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	HOST_BACKEND_REPLACED	rebuild/OnslaughtRebuild.Godot	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
ltshell.h:163:PCLTShell::D3DActive:D3DActive()	ltshell.h	163	PCLTShell::D3DActive	D3DActive()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	PC/_DIRECTX shell and platform	"BOOL					D3DActive() { return mD3DActive;};"	"BOOL					D3DActive() { return mD3DActive;};"	Return the source expression `mD3DActive`.	mD3DActive	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	HOST_BACKEND_REPLACED	rebuild/OnslaughtRebuild.Godot	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
ltshell.h:168:PCLTShell::DeviceForD3DXTextureLoad:DeviceForD3DXTextureLoad()	ltshell.h	168	PCLTShell::DeviceForD3DXTextureLoad	DeviceForD3DXTextureLoad()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	PC/_DIRECTX shell and platform	"LPDIRECT3DDEVICE8		DeviceForD3DXTextureLoad() { return m_pd3dDevice;};	// will go when we encapsulate texture load, we'll probably remove D3DX at that point too..."	"LPDIRECT3DDEVICE8		DeviceForD3DXTextureLoad() { return m_pd3dDevice;};	// will go when we encapsulate texture load, we'll probably remove D3DX at that point too..."	Return the source expression `m_pd3dDevice`.	m_pd3dDevice;D3DX	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	HOST_BACKEND_REPLACED	rebuild/OnslaughtRebuild.Godot	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
ltshell.h:169:PCLTShell::GetDevice:GetDevice()	ltshell.h	169	PCLTShell::GetDevice	GetDevice()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	PC/_DIRECTX shell and platform	"LPDIRECT3DDEVICE8		GetDevice() { return m_pd3dDevice;}; // Needed to match XBox"	"LPDIRECT3DDEVICE8		GetDevice() { return m_pd3dDevice;}; // Needed to match XBox"	Return the source expression `m_pd3dDevice`.	m_pd3dDevice	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	HOST_BACKEND_REPLACED	rebuild/OnslaughtRebuild.Godot	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
ltshell.h:175:PCLTShell::SRS:SRS(D3DRENDERSTATETYPE state, DWORD value)	ltshell.h	175	PCLTShell::SRS	SRS(D3DRENDERSTATETYPE state, DWORD value)	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	PC/_DIRECTX shell and platform	"void	SRS(D3DRENDERSTATETYPE state, DWORD value) {"	"void	SRS(D3DRENDERSTATETYPE state, DWORD value) { / //ASSERT(mNotRI[state]); / DWORD* t=&mRenderStates[state]; / //	ASSERT(state<N_RENDERSTATES); / //	ASSERT(state>=0); / //	ASSERT(*t!=INVALID_STATE); / if(*t!=value) m_pd3dDevice->SetRenderState(state,*t=value); / }"	Compare the requested render state against the cached slot; call SetRenderState and update the cache only when the value changed.	mNotRI;mRenderStates;m_pd3dDevice;D3DRENDERSTATETYPE;0	May update one render-state cache entry and dispatch one device SetRenderState call.	EXTERNAL_PROOF_REQUIRED	SOURCE_ANALOG	0x00513bc0	RenderState_Set	reverse-engineering/binary-analysis/ghidra-fullpass-findings/W009/primary/A01.md;reverse-engineering/ghidra-functions.md	Bounded method alias: both paths compare a cached render-state value before dispatch, but retail uses a D3D9 device slot and a global cache rather than the retained D3D8 member fields.	A pristine body/ABI readback that contradicts the named bounded role, or a stronger source identity that owns this VA, falsifies this analog.	HOST_BACKEND_REPLACED	rebuild/OnslaughtRebuild.Godot	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;reverse-engineering/binary-analysis/ghidra-fullpass-findings/W009/primary/A01.md;reverse-engineering/ghidra-functions.md
ltshell.h:183:PCLTShell::RI_SRS:RI_SRS(D3DRENDERSTATETYPE state, DWORD value)	ltshell.h	183	PCLTShell::RI_SRS	RI_SRS(D3DRENDERSTATETYPE state, DWORD value)	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	PC/_DIRECTX shell and platform	"void	RI_SRS(D3DRENDERSTATETYPE state, DWORD value) {"	"void	RI_SRS(D3DRENDERSTATETYPE state, DWORD value) { / DWORD* t=&mRenderStates[state]; / //	ASSERT(state<N_RENDERSTATES); / //	ASSERT(state>=0); / //	ASSERT(*t!=INVALID_STATE); / if(*t!=value) m_pd3dDevice->SetRenderState(state,*t=value); / }"	Repeat the cached SetRenderState path used by SRS; despite the RI_ name, this retained body also suppresses equal values.	mRenderStates;m_pd3dDevice;D3DRENDERSTATETYPE;0	May update one render-state cache entry and dispatch one device SetRenderState call.	EXTERNAL_PROOF_REQUIRED	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Multi-line/header body has no proven tracked target; inspect compiler emission/folding, callers, and ABI before classifying. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	HOST_BACKEND_REPLACED	rebuild/OnslaughtRebuild.Godot	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
ltshell.h:190:PCLTShell::STS:STS(DWORD stage, D3DTEXTURESTAGESTATETYPE type, DWORD val)	ltshell.h	190	PCLTShell::STS	STS(DWORD stage, D3DTEXTURESTAGESTATETYPE type, DWORD val)	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	PC/_DIRECTX shell and platform	"void	STS(DWORD stage, D3DTEXTURESTAGESTATETYPE type, DWORD val) {"	"void	STS(DWORD stage, D3DTEXTURESTAGESTATETYPE type, DWORD val) { / //					ASSERT(type<N_TEXTURESTAGESTATES); / //					ASSERT(type>=0); / //					ASSERT(stage<4); / //					ASSERT(stage>=0); / DWORD* t=&mTextureStageStates[stage][type]; / //					ASSERT(*t!=INVALID_STATE); / if(*t!=val) m_pd3dDevice->SetTextureStageState(stage, type, *t=val); / }"	Compare one texture-stage state cache entry; call SetTextureStageState and update the cache only on change.	mTextureStageStates;m_pd3dDevice;D3DTEXTURESTAGESTATETYPE;0;4	May update one texture-stage cache entry and dispatch one device SetTextureStageState call.	EXTERNAL_PROOF_REQUIRED	SOURCE_ANALOG	0x00513820	D3DStateCache__SetStateCached	reverse-engineering/binary-analysis/ghidra-fullpass-findings/W009/primary/A01.md;reverse-engineering/ghidra-functions.md	Bounded STS alias: source and retail both cache by stage/state and dispatch only on change; retail's measured D3D9 SetTextureStageState slot and cache layout differ from the D3D8 source.	A pristine body/ABI readback that contradicts the named bounded role, or a stronger source identity that owns this VA, falsifies this analog.	HOST_BACKEND_REPLACED	rebuild/OnslaughtRebuild.Godot	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;reverse-engineering/binary-analysis/ghidra-fullpass-findings/W009/primary/A01.md;reverse-engineering/ghidra-functions.md
