# bea.source-crosswalk.remediation-wave1.v1
# Parent audit: t_a103d4a7 commit 906452399d8fda9c1549859a66492ab72761a8f3
# Applied batch: 2 plus semantic correction t_497a7f9f (cumulative/final)
# Baseline: 1,783 AST definitions; 1,164 crosswalk rows; 1,149 valid joins; 15 non-function extras; 634 omitted definitions.
# Wave 1 does not add the 634 omitted definitions; they remain the named subsystem-expansion backlog.
# authority_targets are existing read-only authorities; analogy_boundary states the exact ceiling of each decision. The 24 original unsupported-analog downgrades carry a COLD_REAUDIT disposition after promoted-table, exact-note, and bounded-owner-alias review.
source_file	source_function	src_line	source_anchor	before_classification	before_va	action	after_classification	after_va	retail_name	evidence_status	authority_targets	analogy_boundary	raw_finding_codes	audit_disposition
BattleEngineJetPart.cpp	CBattleEngineJetPart::GetIsDoingSpecialAirMove	638	BattleEngineJetPart.cpp:638	SOURCE_ANALOG	0x00411b70	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x00411b70	CBattleEngineJetPart__GetIsDoingSpecialAirMove	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure both join 0x00411b70 to CBattleEngineJetPart__GetIsDoingSpecialAirMove; the analogy is limited to normalized named-owner identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
BattleEngineJetPart.cpp	CBattleEngineJetPart::LoseWeaponCharge	769	BattleEngineJetPart.cpp:769	SOURCE_ANALOG	0x00412000	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x00412000	CBattleEngineJetPart__LoseWeaponCharge	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure both join 0x00412000 to CBattleEngineJetPart__LoseWeaponCharge; the analogy is limited to normalized named-owner identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
BattleEngineJetPart.cpp	CBattleEngineJetPart::GetCurrentWeapon	961	BattleEngineJetPart.cpp:961	SOURCE_ANALOG	0x00412610	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x00412610	CBattleEngineJetPart__GetCurrentWeapon	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure both join 0x00412610 to CBattleEngineJetPart__GetCurrentWeapon; the analogy is limited to normalized named-owner identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
BattleEngineJetPart.cpp	CBattleEngineJetPart::AutoLevel	1049	BattleEngineJetPart.cpp:1049	SOURCE_ANALOG	0x00412900	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x00412900	CBattleEngineJetPart__AutoLevel	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure both join 0x00412900 to CBattleEngineJetPart__AutoLevel; the analogy is limited to normalized named-owner identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
BattleEngineWalkerPart.cpp	CBattleEngineWalkerPart::UpdateWalkCycle	38	BattleEngineWalkerPart.cpp:38	SOURCE_ANALOG	0x00412ad0	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x00412ad0	CBattleEngineWalkerPart__UpdateWalkCycle	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure both join 0x00412ad0 to CBattleEngineWalkerPart__UpdateWalkCycle; the analogy is limited to normalized named-owner identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
BattleEngineWalkerPart.cpp	CBattleEngineWalkerPart::CBattleEngineWalkerPart	61	BattleEngineWalkerPart.cpp:61	SOURCE_ANALOG	0x00412bc0	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x00412bc0	CBattleEngineWalkerPart__ctor	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure use the conventional __ctor projection for this same source owner; the analogy is limited to constructor identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
BattleEngineWalkerPart.cpp	CBattleEngineWalkerPart::Forward	119	BattleEngineWalkerPart.cpp:119	SOURCE_ANALOG	0x00412d80	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x00412d80	CBattleEngineWalkerPart__Forward	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure both join 0x00412d80 to CBattleEngineWalkerPart__Forward; the analogy is limited to normalized named-owner identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
BattleEngineWalkerPart.cpp	CBattleEngineWalkerPart::Backward	168	BattleEngineWalkerPart.cpp:168	SOURCE_ANALOG	0x00412f70	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x00412f70	CBattleEngineWalkerPart__Backward	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure both join 0x00412f70 to CBattleEngineWalkerPart__Backward; the analogy is limited to normalized named-owner identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
BattleEngineWalkerPart.cpp	CBattleEngineWalkerPart::StrafeLeft	214	BattleEngineWalkerPart.cpp:214	SOURCE_ANALOG	0x00413160	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x00413160	CBattleEngineWalkerPart__StrafeLeft	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure both join 0x00413160 to CBattleEngineWalkerPart__StrafeLeft; the analogy is limited to normalized named-owner identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
BattleEngineWalkerPart.cpp	CBattleEngineWalkerPart::StrafeRight	265	BattleEngineWalkerPart.cpp:265	SOURCE_ANALOG	0x00413360	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x00413360	CBattleEngineWalkerPart__StrafeRight	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure both join 0x00413360 to CBattleEngineWalkerPart__StrafeRight; the analogy is limited to normalized named-owner identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
BattleEngineWalkerPart.cpp	CBattleEngineWalkerPart::GetIsDoingSpecialWalkerMove	320	BattleEngineWalkerPart.cpp:320	SOURCE_ANALOG	0x004135d0	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x004135d0	CBattleEngineWalkerPart__GetIsDoingSpecialWalkerMove	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure both join 0x004135d0 to CBattleEngineWalkerPart__GetIsDoingSpecialWalkerMove; the analogy is limited to normalized named-owner identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
BattleEngineWalkerPart.cpp	CBattleEngineWalkerPart::ActivateLandingJets	330	BattleEngineWalkerPart.cpp:330	SOURCE_ANALOG	0x004135e0	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x004135e0	CBattleEngineWalkerPart__ActivateLandingJets	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure both join 0x004135e0 to CBattleEngineWalkerPart__ActivateLandingJets; the analogy is limited to normalized named-owner identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
BattleEngineWalkerPart.cpp	CBattleEngineWalkerPart::GoingIntoWater	442	BattleEngineWalkerPart.cpp:442	SOURCE_ANALOG	0x00413a70	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x00413a70	CBattleEngineWalkerPart__GoingIntoWater	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure both join 0x00413a70 to CBattleEngineWalkerPart__GoingIntoWater; the analogy is limited to normalized named-owner identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
BattleEngineWalkerPart.cpp	CBattleEngineWalkerPart::Slide	478	BattleEngineWalkerPart.cpp:478	SOURCE_ANALOG	0x00413b90	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x00413b90	CBattleEngineWalkerPart__Slide	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure both join 0x00413b90 to CBattleEngineWalkerPart__Slide; the analogy is limited to normalized named-owner identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
Camera.cpp	CThing3rdPersonCamera::CThing3rdPersonCamera	156	Camera.cpp:156	SOURCE_ANALOG	0x00418ef0	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x00418ef0	CThing3rdPersonCamera__ctor	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure use the conventional __ctor projection for this same source owner; the analogy is limited to constructor identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
Camera.cpp	CThing3rdPersonCamera::~dtor	175	Camera.cpp:175	SOURCE_ANALOG	0x00419140	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x00419140	CThing3rdPersonCamera__dtor	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure both join 0x00419140 to CThing3rdPersonCamera__dtor; the analogy is limited to normalized named-owner identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
Camera.cpp	mLength	348	Camera.cpp:348	NO_MATCH_FOUND		REMOVE_NON_FUNCTION_EXTRA	REMOVED_NON_FUNCTION			AST_NON_FUNCTION	audit commit 906452399d8fda9c1549859a66492ab72761a8f3	Fresh tree-sitter inventory identifies this source location as data, an initializer, or a switch label rather than a function definition.	CROSSWALK_EXTRA_ROW	REMOVED_REAL_DEFECT
Camera.cpp	CPanCamera::~dtor	359	Camera.cpp:359	SOURCE_ANALOG	0x00419a60	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x00419a60	CPanCamera__dtor	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure both join 0x00419a60 to CPanCamera__dtor; the analogy is limited to normalized named-owner identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
Camera.cpp	CPanCamera::Update	366	Camera.cpp:366	SOURCE_ANALOG	0x00419b00	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x00419b00	CPanCamera__Update	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure both join 0x00419b00 to CPanCamera__Update; the analogy is limited to normalized named-owner identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
Camera.cpp	CPanCamera::GetPos	397	Camera.cpp:397	SOURCE_ANALOG	0x00419d40	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x00419d40	CPanCamera__GetPos	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure both join 0x00419d40 to CPanCamera__GetPos; the analogy is limited to normalized named-owner identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
Camera.cpp	CPanCamera::GetOrientation	403	Camera.cpp:403	SOURCE_ANALOG	0x00419d70	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x00419d70	CPanCamera__GetOrientation	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure both join 0x00419d70 to CPanCamera__GetOrientation; the analogy is limited to normalized named-owner identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
Camera.cpp	CPanCamera::GetOldPos	409	Camera.cpp:409	SOURCE_ANALOG	0x00419d90	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x00419d90	CPanCamera__GetOldPos	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure both join 0x00419d90 to CPanCamera__GetOldPos; the analogy is limited to normalized named-owner identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
Camera.cpp	CPanCamera::GetOldOrientation	415	Camera.cpp:415	SOURCE_ANALOG	0x00419dc0	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x00419dc0	CPanCamera__GetOldOrientation	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure both join 0x00419dc0 to CPanCamera__GetOldOrientation; the analogy is limited to normalized named-owner identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
Camera.cpp	CPanCamera::HandleEvent	422	Camera.cpp:422	SOURCE_ANALOG	0x00419de0	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x00419de0	CPanCamera__HandleEvent	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure both join 0x00419de0 to CPanCamera__HandleEvent; the analogy is limited to normalized named-owner identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
Camera.cpp	CViewPointCamera::CViewPointCamera	447	Camera.cpp:447	SOURCE_ANALOG	0x00419e00	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x00419e00	CViewPointCamera__ctor	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure use the conventional __ctor projection for this same source owner; the analogy is limited to constructor identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
Camera.cpp	CMovieCamera::CMovieCamera	552	Camera.cpp:552	SOURCE_ANALOG	0x0041a210	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x0041a210	CMovieCamera__ctor	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure use the conventional __ctor projection for this same source owner; the analogy is limited to constructor identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
Camera.cpp	CMovieCamera::GetPos	566	Camera.cpp:566	SOURCE_ANALOG	0x0041a3f0	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x0041a3f0	CMovieCamera__GetPos	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure both join 0x0041a3f0 to CMovieCamera__GetPos; the analogy is limited to normalized named-owner identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
Camera.cpp	CMovieCamera::GetOrientation	598	Camera.cpp:598	SOURCE_ANALOG	0x0041a530	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x0041a530	CMovieCamera__GetOrientation	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure both join 0x0041a530 to CMovieCamera__GetOrientation; the analogy is limited to normalized named-owner identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
Camera.cpp	CMovieCamera::GetZoom	629	Camera.cpp:629	SOURCE_ANALOG	0x0041a630	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x0041a630	CMovieCamera__GetZoom	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure both join 0x0041a630 to CMovieCamera__GetZoom; the analogy is limited to normalized named-owner identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
Camera.cpp	CMovieCamera::GetOldZoom	669	Camera.cpp:669	SOURCE_ANALOG	0x0041a6e0	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x0041a6e0	CMovieCamera__GetOldZoom	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure both join 0x0041a6e0 to CMovieCamera__GetOldZoom; the analogy is limited to normalized named-owner identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
Camera.cpp	CMovieCamera::GetShowHUD	675	Camera.cpp:675	SOURCE_ANALOG	0x0041a200	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x0041a200	CMovieCamera__GetShowHUD	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure both join 0x0041a200 to CMovieCamera__GetShowHUD; the analogy is limited to normalized named-owner identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
Camera.cpp	CMovieCamera::GetOldOrientation	699	Camera.cpp:699	SOURCE_ANALOG	0x0041a6f0	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x0041a6f0	CMovieCamera__GetOldOrientation	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure both join 0x0041a6f0 to CMovieCamera__GetOldOrientation; the analogy is limited to normalized named-owner identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
Camera.cpp	CMovieCamera::GetOldPos	706	Camera.cpp:706	SOURCE_ANALOG	0x0041a710	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x0041a710	CMovieCamera__GetOldPos	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure both join 0x0041a710 to CMovieCamera__GetOldPos; the analogy is limited to normalized named-owner identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
Camera.cpp	mPos	719	Camera.cpp:719	NO_MATCH_FOUND		REMOVE_NON_FUNCTION_EXTRA	REMOVED_NON_FUNCTION			AST_NON_FUNCTION	audit commit 906452399d8fda9c1549859a66492ab72761a8f3	Fresh tree-sitter inventory identifies this source location as data, an initializer, or a switch label rather than a function definition.	CROSSWALK_EXTRA_ROW	REMOVED_REAL_DEFECT
Camera.cpp	CInterpolatedCamera::CInterpolatedCamera	819	Camera.cpp:819	SOURCE_ANALOG	0x0041ad30	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x0041ad30	CInterpolatedCamera__ctor	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure use the conventional __ctor projection for this same source owner; the analogy is limited to constructor identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
Camera.cpp	CCamera::GetAspectRatio	852	Camera.cpp:852	SOURCE_ANALOG	0x0041b070	STRENGTHEN_NAME_ONLY_ANALOG	SOURCE_ANALOG	0x0041b070	CCamera__GetAspectRatio	NAME_ONLY_ANALOG	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The current name table and static closure both join 0x0041b070 to CCamera__GetAspectRatio; the analogy is limited to normalized named-owner identity, not source-body equality or runtime behavior.	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE
Career.cpp	CCareer::GetNodeFromWorldNo	237	Career.cpp:237	SOURCE_ANALOG	0x0041b8f0	STRENGTHEN_BOUNDED_OWNER_ALIAS	SOURCE_ANALOG	0x0041b8f0	CCareer__GetNodeFromWorld	BOUNDED_OWNER_ALIAS	reverse-engineering/binary-analysis/functions/Career.cpp/CCareer__GetNodeFromWorld.md;reverse-engineering/binary-analysis/ghidra-fullpass-findings/W002/primary/A01.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The exact function note verifies CCareer__GetNodeFromWorld as the source-semantic CCareer::GetNodeFromWorldNo(int), and the independent full-pass review confirms the world-number linear lookup and source alias. The classification remains ANALOG because this receipt does not elevate the spelling alias to source-body equality.	ANALOG_REASON_EVIDENCE_WEAK	FIX_WEAK_ANALOG_EVIDENCE;COLD_REAUDIT_CORRECTED
Career.cpp	CCareer::Update	379	Career.cpp:379	SOURCE_EXACT	0x0041bd00	RETAIN_UNIQUE_VA_OWNER	SOURCE_EXACT	0x0041bd00	CCareer__Update	EXISTING_IDENTITY_RETAINED	reverse-engineering/binary-analysis/functions/Career.cpp/CCareer__Update.md	This row is the evidence-supported owner of the populated VA; colliding prefix/alternate-source rows were cleared without collapsing their source identities.	CROSSWALK_VA_COLLISION	FIX_VA_COLLISION_BY_PEER
Career.cpp	CCareer::UpdateBaseWorldExistsStuffForNode	519	Career.cpp:519	SOURCE_ANALOG	0x0041bd00	DOWNGRADE_UNSUPPORTED_ANALOG	NO_MATCH_FOUND		CCareer__Update	BOUNDED_NO_MATCH_REAUDITED	reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/binary-analysis/functions/Career.cpp/CCareer__Update.md;reverse-engineering/binary-analysis/functions/Career.cpp/CCareer__ReCalcLinks.md	Cold re-audit across the Career owner, promoted Update/ReCalcLinks notes, semantic tables, and bounded aliases confirms 0x0041bd00 belongs to CCareer::Update and 0x0041bdf0 to ReCalcLinks; no separate named retail body is proven for this source helper. Binary absence and inlining are not claimed.	ANALOG_REASON_EVIDENCE_WEAK;CROSSWALK_VA_COLLISION	FIX_WEAK_ANALOG_EVIDENCE;COLD_REAUDIT_CONFIRMED
